順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
25,2050.047,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりハチマキ,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,こだわりスカーフ,1002-00,パオジアン,,あく,こおり,準伝説,じめん,きあいのタスキ,0472-00,グライオン,,じめん,ひこう,一般,ノーマル,どくどくだま,0977-00,ヘイラッシャ,,みず,,一般,ノーマル,たべのこし,1003-00,ディンルー,,あく,じめん,準伝説,ひこう,アッキのみ
26,2049.883,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,フェアリー,こだわりスカーフ,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,ほのお,こわもてプレート,0934-00,キョジオーン,,いわ,,一般,みず,たべのこし,0901-00,ガチグマ,,じめん,ノーマル,一般,ほのお,かえんだま,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,エレキシード
30,2041.293,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,こだわりメガネ,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,こおり,いのちのたま,1003-00,ディンルー,,あく,じめん,準伝説,みず,たべのこし,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ノーマル,こだわりハチマキ,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,0132-00,メタモン,,ノーマル,,一般,ノーマル,こだわりスカーフ
32,2039.775,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,みず,たべのこし,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,とつげきチョッキ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ノーマル,こだわりスカーフ,0990-00,テツノワダチ,,じめん,はがね,パラドックス,じめん,こだわりハチマキ,0903-00,オオニューラ,,かくとう,どく,一般,ひこう,エレキシード,1003-00,ディンルー,,あく,じめん,準伝説,フェアリー,おんみつマント
33,2036.954,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,きあいのタスキ,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,いかさまダイス,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,0977-00,ヘイラッシャ,,みず,,一般,ノーマル,たべのこし,0980-00,ドオー,,どく,じめん,一般,ゴースト,おんみつマント,0986-00,アラブルタケ,,くさ,あく,パラドックス,ほのお,あつぞこブーツ
34,2036.763,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,ほのお,こだわりメガネ,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,じめん,くちたけん,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,エレキシード,0861-00,オーロンゲ,,あく,フェアリー,一般,ひこう,たべのこし,0637-00,ウルガモス,,むし,ほのお,一般,くさ,あつぞこブーツ
35,2035.273,1003-00,ディンルー,,あく,じめん,準伝説,みず,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ゴツゴツメット,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,こだわりスカーフ,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,でんき,くちたけん,0934-00,キョジオーン,,いわ,,一般,フェアリー,たべのこし,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,きあいのタスキ
36,2034.333,1001-00,チオンジェン,,あく,くさ,準伝説,ほのお,たべのこし,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりスカーフ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,きあいのタスキ,0970-00,キラフロル,,いわ,どく,一般,フェアリー,レッドカード,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,オボンのみ,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん
41,2031.888,0249-00,ルギア,,エスパー,ひこう,禁止伝説,フェアリー,たべのこし,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,いかさまダイス,0970-00,キラフロル,,いわ,どく,一般,フェアリー,きあいのタスキ,0983-00,ドドゲザン,,あく,はがね,一般,あく,とつげきチョッキ,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,ゴツゴツメット,1003-00,ディンルー,,あく,じめん,準伝説,はがね,オボンのみ
43,2028.827,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,みず,こだわりスカーフ,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,みず,くちたけん,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ノーマル,とつげきチョッキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ノーマル,こだわりハチマキ,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,みず,ゴツゴツメット
51,2019.465,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,こだわりメガネ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,ゴツゴツメット,0970-00,キラフロル,,いわ,どく,一般,あく,レッドカード,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ひこう,こだわりスカーフ,0342-00,シザリガー,,みず,あく,一般,くさ,きあいのタスキ,0547-00,エルフーン,,くさ,フェアリー,一般,はがね,たべのこし
52,2018.513,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,いかさまダイス,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,オボンのみ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,きあいのタスキ,0132-00,メタモン,,ノーマル,,一般,ノーマル,こだわりスカーフ,0984-00,イダイナキバ,,じめん,かくとう,パラドックス,ノーマル,ブーストエナジー,0934-00,キョジオーン,,いわ,,一般,くさ,イバンのみ
56,2015.95,0990-00,テツノワダチ,,じめん,はがね,パラドックス,ステラ,いのちのたま,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,はがね,いかさまダイス,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,ノーマル,あつぞこブーツ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,きあいのタスキ,0934-00,キョジオーン,,いわ,,一般,みず,たべのこし,1000-00,サーフゴー,,はがね,ゴースト,一般,ノーマル,おんみつマント
58,2014.886,0890-00,ムゲンダイナ,,どく,ドラゴン,禁止伝説,フェアリー,こだわりメガネ,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,でんき,あつぞこブーツ,0472-00,グライオン,,じめん,ひこう,一般,フェアリー,どくどくだま,1003-00,ディンルー,,あく,じめん,準伝説,はがね,とつげきチョッキ,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,1002-00,パオジアン,,あく,こおり,準伝説,あく,きあいのタスキ
59,2014.535,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,とつげきチョッキ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ノーマル,きあいのタスキ,0235-00,ドーブル,,ノーマル,,一般,フェアリー,こだわりスカーフ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,0934-00,キョジオーン,,いわ,,一般,みず,たべのこし,1003-00,ディンルー,,あく,じめん,準伝説,どく,オボンのみ
63,2014.137,0890-00,ムゲンダイナ,,どく,ドラゴン,禁止伝説,フェアリー,たべのこし,0382-00,カイオーガ,,みず,,禁止伝説,フェアリー,こだわりメガネ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ノーマル,ゴツゴツメット,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,とつげきチョッキ,0576-00,ゴチルゼル,,エスパー,,一般,ひこう,カゴのみ,0132-00,メタモン,,ノーマル,,一般,はがね,こだわりスカーフ
64,2014.099,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ノーマル,いかさまダイス,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,フェアリー,こだわりハチマキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,0980-00,ドオー,,どく,じめん,一般,ノーマル,たべのこし,0986-00,アラブルタケ,,くさ,あく,パラドックス,どく,あつぞこブーツ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,きあいのタスキ
67,2012.26,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,たべのこし,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,でんき,くちたけん,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ひこう,こだわりスカーフ,0730-00,アシレーヌ,,みず,フェアリー,一般,じめん,ゴツゴツメット,1002-00,パオジアン,,あく,こおり,準伝説,あく,こだわりハチマキ,0980-00,ドオー,,どく,じめん,一般,あく,くろいヘドロ
72,2010.961,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,みず,たべのこし,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,とつげきチョッキ,0901-00,ガチグマ,,じめん,ノーマル,一般,ほのお,かえんだま,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ゴースト,きあいのタスキ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,ゴツゴツメット,0990-00,テツノワダチ,,じめん,はがね,パラドックス,じめん,こだわりハチマキ
74,2010.345,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,こだわりスカーフ,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,みず,たべのこし,0110-01,マタドガス,ガラルのすがた,どく,フェアリー,一般,ノーマル,くろいヘドロ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ステラ,きあいのタスキ,0472-00,グライオン,,じめん,ひこう,一般,あく,どくどくだま,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,とつげきチョッキ
77,2009.807,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,ノーマル,だっしゅつパック,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,フェアリー,こだわりハチマキ,1002-00,パオジアン,,あく,こおり,準伝説,でんき,きあいのタスキ,0212-00,ハッサム,,むし,はがね,一般,ゴースト,ゴツゴツメット,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,こおり,とつげきチョッキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,しずくプレート
79,2009.585,0313-00,バルビート,,むし,,一般,ノーマル,きあいのタスキ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,くさ,もののけプレート,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,じめん,くちたけん,0662-00,ヒノヤコマ,,ほのお,ひこう,一般,みず,しんかのきせき,0733-00,ドデカバシ,,ノーマル,ひこう,一般,あく,とつげきチョッキ,0730-00,アシレーヌ,,みず,フェアリー,一般,ノーマル,ゴツゴツメット
80,2009.396,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,とつげきチョッキ,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,ゴツゴツメット,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,シルクのスカーフ,0970-00,キラフロル,,いわ,どく,一般,ノーマル,ふうせん,1000-00,サーフゴー,,はがね,ゴースト,一般,ノーマル,おんみつマント,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ
82,2009.031,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,とつげきチョッキ,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,みず,たべのこし,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ほのお,ゴツゴツメット,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,きあいのタスキ,1002-00,パオジアン,,あく,こおり,準伝説,でんき,いのちのたま,0990-00,テツノワダチ,,じめん,はがね,パラドックス,じめん,こだわりハチマキ
86,2008.099,0249-00,ルギア,,エスパー,ひこう,禁止伝説,はがね,たべのこし,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,こおり,いのちのたま,0977-00,ヘイラッシャ,,みず,,一般,ほのお,カゴのみ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ノーマル,きあいのタスキ,0211-01,ハリーセン,ヒスイのすがた,あく,どく,一般,ノーマル,しんかのきせき,0983-00,ドドゲザン,,あく,はがね,一般,ひこう,くろいメガネ
89,2007.883,0934-00,キョジオーン,,いわ,,一般,みず,たべのこし,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,ゴツゴツメット,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりハチマキ,1004-00,イーユイ,,あく,ほのお,準伝説,あく,こだわりメガネ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,きあいのタスキ
90,2007.675,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,ひこう,くちたけん,0890-00,ムゲンダイナ,,どく,ドラゴン,禁止伝説,ノーマル,こだわりメガネ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりスカーフ,0286-00,キノガッサ,,くさ,かくとう,一般,ステラ,きあいのタスキ,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,とつげきチョッキ,0977-00,ヘイラッシャ,,みず,,一般,でんき,たべのこし
91,2006.916,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,いわ,きあいのタスキ,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,じめん,くちたけん,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,フェアリー,とつげきチョッキ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ノーマル,ゴツゴツメット
92,2006.78,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりスカーフ,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,パワフルハーブ,1002-00,パオジアン,,あく,こおり,準伝説,こおり,きあいのタスキ,0934-00,キョジオーン,,いわ,,一般,フェアリー,たべのこし,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ノーマル,こだわりハチマキ,1000-00,サーフゴー,,はがね,ゴースト,一般,ノーマル,ゴツゴツメット
94,2006.584,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,たべのこし,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,じめん,くちたたて,0984-00,イダイナキバ,,じめん,かくとう,パラドックス,あく,きあいのタスキ,0576-00,ゴチルゼル,,エスパー,,一般,ひこう,こだわりスカーフ,1002-00,パオジアン,,あく,こおり,準伝説,でんき,いのちのたま,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ノーマル,ジャポのみ
95,2006.056,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,フェアリー,こだわりスカーフ,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,ノーマル,あつぞこブーツ,0990-00,テツノワダチ,,じめん,はがね,パラドックス,あく,ブーストエナジー,0730-00,アシレーヌ,,みず,フェアリー,一般,はがね,ゴツゴツメット,1004-00,イーユイ,,あく,ほのお,準伝説,ほのお,とつげきチョッキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ
96,2005.723,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりスカーフ,0249-00,ルギア,,エスパー,ひこう,禁止伝説,どく,たべのこし,0970-00,キラフロル,,いわ,どく,一般,ノーマル,きあいのタスキ,1002-00,パオジアン,,あく,こおり,準伝説,ほのお,くろいメガネ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,シルクのスカーフ,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,オボンのみ
101,2001.881,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,くさ,たべのこし,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,ノーマル,ゴツゴツメット,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,オボンのみ,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,0970-00,キラフロル,,いわ,どく,一般,ノーマル,ふうせん,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ノーマル,とつげきチョッキ
