順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
17,2077.477,1002-00,パオジアン,,あく,こおり,準伝説,でんき,きあいのタスキ,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,みず,エレキシード,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ノーマル,メンタルハーブ,0149-00,カイリュー,,ドラゴン,ひこう,一般,じめん,いかさまダイス,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,ゴツゴツメット,0212-00,ハッサム,,むし,はがね,一般,はがね,おんみつマント
19,2071.264,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,いかさまダイス,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,くさ,きあいのタスキ,0977-00,ヘイラッシャ,,みず,,一般,ノーマル,たべのこし,1003-00,ディンルー,,あく,じめん,準伝説,はがね,オボンのみ,0472-00,グライオン,,じめん,ひこう,一般,ノーマル,どくどくだま,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,こだわりメガネ
21,2069.218,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,みず,エレキシード,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,こだわりメガネ,0903-00,オオニューラ,,かくとう,どく,一般,ステラ,きあいのタスキ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ひこう,こだわりハチマキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,ブーストエナジー,0934-00,キョジオーン,,いわ,,一般,くさ,たべのこし
24,2067.63,1003-00,ディンルー,,あく,じめん,準伝説,みず,オボンのみ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,こだわりスカーフ,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,でんき,くちたけん,1017-03,オーガポン,いしずえのめん,くさ,いわ,準伝説,いわ,いしずえのめん,0934-00,キョジオーン,,いわ,,一般,くさ,たべのこし,0970-00,キラフロル,,いわ,どく,一般,フェアリー,レッドカード
25,2067.223,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,フェアリー,こだわりハチマキ,0890-00,ムゲンダイナ,,どく,ドラゴン,禁止伝説,フェアリー,おんみつマント,0113-00,ラッキー,,ノーマル,,一般,あく,しんかのきせき,0977-00,ヘイラッシャ,,みず,,一般,はがね,たべのこし,0472-00,グライオン,,じめん,ひこう,一般,フェアリー,どくどくだま,0980-00,ドオー,,どく,じめん,一般,ゴースト,ひかりのこな
27,2065.324,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,フェアリー,こだわりハチマキ,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,あく,こだわりスカーフ,0998-00,セグレイブ,,ドラゴン,こおり,一般,はがね,いかさまダイス,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,シルクのスカーフ,0980-00,ドオー,,どく,じめん,一般,ノーマル,オボンのみ,0977-00,ヘイラッシャ,,みず,,一般,ノーマル,たべのこし
29,2063.373,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ノーマル,こだわりメガネ,0382-00,カイオーガ,,みず,,禁止伝説,フェアリー,ゴツゴツメット,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,たべのこし,1002-00,パオジアン,,あく,こおり,準伝説,こおり,きあいのタスキ,0472-00,グライオン,,じめん,ひこう,一般,みず,どくどくだま,1018-00,ブリジュラス,,はがね,ドラゴン,一般,フェアリー,オボンのみ
35,2054.428,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,とつげきチョッキ,0382-00,カイオーガ,,みず,,禁止伝説,フェアリー,ゴツゴツメット,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,おんみつマント,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ノーマル,こだわりハチマキ,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,オボンのみ
39,2048.452,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,こおり,こだわりスカーフ,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,ゴツゴツメット,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりハチマキ,1002-00,パオジアン,,あく,こおり,準伝説,でんき,いのちのたま,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ノーマル,とつげきチョッキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ
41,2045.866,0890-00,ムゲンダイナ,,どく,ドラゴン,禁止伝説,フェアリー,だっしゅつパック,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,くさ,こだわりハチマキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,きあいのタスキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,フェアリー,しんぴのしずく,1003-00,ディンルー,,あく,じめん,準伝説,はがね,とつげきチョッキ,0977-00,ヘイラッシャ,,みず,,一般,ほのお,たべのこし
43,2044.736,1001-00,チオンジェン,,あく,くさ,準伝説,みず,たべのこし,1002-00,パオジアン,,あく,こおり,準伝説,でんき,いのちのたま,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ノーマル,きあいのタスキ,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,フェアリー,こだわりメガネ,0970-00,キラフロル,,いわ,どく,一般,フェアリー,レッドカード,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ノーマル,こだわりハチマキ
47,2040.671,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,こだわりスカーフ,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,あく,こだわりハチマキ,0908-00,マスカーニャ,,くさ,あく,一般,くさ,きあいのタスキ,0977-00,ヘイラッシャ,,みず,,一般,ほのお,たべのこし,0110-01,マタドガス,ガラルのすがた,どく,フェアリー,一般,どく,くろいヘドロ,0472-00,グライオン,,じめん,ひこう,一般,ノーマル,どくどくだま
48,2040.61,0890-00,ムゲンダイナ,,どく,ドラゴン,禁止伝説,フェアリー,たべのこし,0901-00,ガチグマ,,じめん,ノーマル,一般,フェアリー,かえんだま,1002-00,パオジアン,,あく,こおり,準伝説,こおり,きあいのタスキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,ブーストエナジー,0977-00,ヘイラッシャ,,みず,,一般,ほのお,ゴツゴツメット,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,とつげきチョッキ
49,2039.395,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,こだわりメガネ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,くさ,きあいのタスキ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ノーマル,レッドカード,1002-00,パオジアン,,あく,こおり,準伝説,ほのお,つららのプレート,0990-00,テツノワダチ,,じめん,はがね,パラドックス,みず,ブーストエナジー,0212-00,ハッサム,,むし,はがね,一般,あく,ゴツゴツメット
51,2037.557,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ノーマル,たべのこし,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,フェアリー,エレキシード,0472-00,グライオン,,じめん,ひこう,一般,あく,きあいのタスキ,1002-00,パオジアン,,あく,こおり,準伝説,ほのお,とけないこおり,0977-00,ヘイラッシャ,,みず,,一般,くさ,とつげきチョッキ,0380-00,ラティアス,,ドラゴン,エスパー,準伝説,どく,おんみつマント
55,2037.123,0382-00,カイオーガ,,みず,,禁止伝説,ノーマル,ゴツゴツメット,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,みず,こだわりスカーフ,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,オボンのみ,1002-00,パオジアン,,あく,こおり,準伝説,ほのお,いのちのたま,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,きあいのタスキ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ノーマル,とつげきチョッキ
56,2037.022,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,みず,こだわりメガネ,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,でんき,くちたけん,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,フェアリー,ゴツゴツメット,0727-00,ガオガエン,,ほのお,あく,一般,ノーマル,とつげきチョッキ,0980-00,ドオー,,どく,じめん,一般,ノーマル,たべのこし,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,じめん,パンチグローブ
61,2036.064,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりスカーフ,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,ゴツゴツメット,1004-00,イーユイ,,あく,ほのお,準伝説,ほのお,こだわりメガネ,0934-00,キョジオーン,,いわ,,一般,ゴースト,たべのこし,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,みず,とつげきチョッキ,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ
63,2035.531,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,みず,じしゃく,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ノーマル,たべのこし,1002-00,パオジアン,,あく,こおり,準伝説,ほのお,とけないこおり,0472-00,グライオン,,じめん,ひこう,一般,フェアリー,きあいのタスキ,0970-00,キラフロル,,いわ,どく,一般,フェアリー,レッドカード,1003-00,ディンルー,,あく,じめん,準伝説,はがね,とつげきチョッキ
64,2035.326,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,こだわりスカーフ,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,フェアリー,こだわりハチマキ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,きあいのタスキ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ノーマル,オボンのみ,0730-00,アシレーヌ,,みず,フェアリー,一般,じめん,とつげきチョッキ,1017-03,オーガポン,いしずえのめん,くさ,いわ,準伝説,いわ,いしずえのめん
66,2035.139,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,パワフルハーブ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,くさ,きあいのタスキ,1002-00,パオジアン,,あく,こおり,準伝説,ほのお,くろいメガネ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,はがね,ゴツゴツメット,0149-00,カイリュー,,ドラゴン,ひこう,一般,どく,ねばりのかぎづめ,0983-00,ドドゲザン,,あく,はがね,一般,くさ,とつげきチョッキ
69,2034.996,0059-01,ウインディ,ヒスイのすがた,ほのお,いわ,一般,ノーマル,あつぞこブーツ,0890-00,ムゲンダイナ,,どく,ドラゴン,禁止伝説,フェアリー,たべのこし,0382-00,カイオーガ,,みず,,禁止伝説,みず,こだわりスカーフ,1003-00,ディンルー,,あく,じめん,準伝説,どく,オボンのみ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,みず,ゴツゴツメット,1002-00,パオジアン,,あく,こおり,準伝説,あく,きあいのタスキ
70,2034.304,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,みず,こだわりスカーフ,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,みず,くちたけん,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ノーマル,とつげきチョッキ,1002-00,パオジアン,,あく,こおり,準伝説,でんき,いのちのたま,0110-01,マタドガス,ガラルのすがた,どく,フェアリー,一般,みず,たべのこし,1018-00,ブリジュラス,,はがね,ドラゴン,一般,みず,ゴツゴツメット
72,2034.05,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりスカーフ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ノーマル,いのちのたま,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ノーマル,こだわりハチマキ,0730-00,アシレーヌ,,みず,フェアリー,一般,はがね,とつげきチョッキ,0990-00,テツノワダチ,,じめん,はがね,パラドックス,あく,ブーストエナジー,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ
73,2033.771,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,でんき,くちたけん,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,こだわりスカーフ,1002-00,パオジアン,,あく,こおり,準伝説,あく,きあいのタスキ,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,0730-00,アシレーヌ,,みず,フェアリー,一般,くさ,とつげきチョッキ
77,2032.45,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,オボンのみ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,こだわりスカーフ,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,じめん,くちたけん,0286-00,キノガッサ,,くさ,かくとう,一般,ステラ,きあいのタスキ,0934-00,キョジオーン,,いわ,,一般,くさ,たべのこし,1017-03,オーガポン,いしずえのめん,くさ,いわ,準伝説,いわ,いしずえのめん
78,2032.158,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,くさ,きあいのタスキ,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,くさ,とつげきチョッキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりハチマキ,1002-00,パオジアン,,あく,こおり,準伝説,でんき,いのちのたま,0990-00,テツノワダチ,,じめん,はがね,パラドックス,じめん,ブーストエナジー,0977-00,ヘイラッシャ,,みず,,一般,ほのお,たべのこし
80,2030.673,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,フェアリー,だっしゅつパック,0707-00,クレッフィ,,はがね,フェアリー,一般,あく,ゴツゴツメット,0089-01,ベトベトン,アローラのすがた,どく,あく,一般,ひこう,たべのこし,0132-00,メタモン,,ノーマル,,一般,ノーマル,せんせいのツメ,0212-00,ハッサム,,むし,はがね,一般,はがね,きあいのタスキ,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,でんき,エレキシード
86,2029.152,0890-00,ムゲンダイナ,,どく,ドラゴン,禁止伝説,ほのお,たべのこし,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,ノーマル,いかさまダイス,1003-00,ディンルー,,あく,じめん,準伝説,フェアリー,とつげきチョッキ,1002-00,パオジアン,,あく,こおり,準伝説,こおり,きあいのタスキ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,シルクのスカーフ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,みず,メンタルハーブ
87,2028.859,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,みず,オボンのみ,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,ゴツゴツメット,0990-00,テツノワダチ,,じめん,はがね,パラドックス,くさ,とつげきチョッキ,1002-00,パオジアン,,あく,こおり,準伝説,でんき,きあいのタスキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,ブーストエナジー,0089-01,ベトベトン,アローラのすがた,どく,あく,一般,ドラゴン,たべのこし
88,2028.715,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,フェアリー,たべのこし,0890-00,ムゲンダイナ,,どく,ドラゴン,禁止伝説,あく,あつぞこブーツ,0977-00,ヘイラッシャ,,みず,,一般,ノーマル,オボンのみ,0990-00,テツノワダチ,,じめん,はがね,パラドックス,でんき,とつげきチョッキ,1002-00,パオジアン,,あく,こおり,準伝説,ほのお,こだわりハチマキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,はがね,ブーストエナジー
89,2028.547,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,はがね,いかさまダイス,0382-00,カイオーガ,,みず,,禁止伝説,フェアリー,とつげきチョッキ,0861-00,オーロンゲ,,あく,フェアリー,一般,ほのお,ひかりのねんど,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,みず,ゴツゴツメット,1002-00,パオジアン,,あく,こおり,準伝説,こおり,きあいのタスキ,0901-00,ガチグマ,,じめん,ノーマル,一般,ノーマル,かえんだま
90,2028.424,1003-00,ディンルー,,あく,じめん,準伝説,みず,オボンのみ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,きあいのタスキ,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,ノーマル,くちたけん,0934-00,キョジオーン,,いわ,,一般,くさ,たべのこし,0594-00,ママンボウ,,みず,,一般,フェアリー,ゴツゴツメット,0286-00,キノガッサ,,くさ,かくとう,一般,ノーマル,どくどくだま
91,2028.152,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ノーマル,たべのこし,0384-00,レックウザ,,ドラゴン,ひこう,禁止伝説,ノーマル,シルクのスカーフ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,きあいのタスキ,0110-01,マタドガス,ガラルのすがた,どく,フェアリー,一般,くさ,イバンのみ,1004-00,イーユイ,,あく,ほのお,準伝説,いわ,とつげきチョッキ,0132-00,メタモン,,ノーマル,,一般,フェアリー,こだわりスカーフ
96,2027.207,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,パワフルハーブ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,くさ,きあいのタスキ,1002-00,パオジアン,,あく,こおり,準伝説,ほのお,くろいメガネ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,はがね,ゴツゴツメット,1017-01,オーガポン,いどのめん,くさ,みず,準伝説,みず,いどのめん,0901-00,ガチグマ,,じめん,ノーマル,一般,ほのお,かえんだま
97,2027.148,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,みず,ゴツゴツメット,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,たべのこし,1005-00,トドロクツキ,,ドラゴン,あく,パラドックス,ひこう,おんみつマント,0286-00,キノガッサ,,くさ,かくとう,一般,ステラ,きあいのタスキ,0980-00,ドオー,,どく,じめん,一般,でんき,オボンのみ,1002-00,パオジアン,,あく,こおり,準伝説,ほのお,いのちのたま
98,2026.489,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,きあいのタスキ,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,たべのこし,0594-00,ママンボウ,,みず,,一般,フェアリー,ゴツゴツメット,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,1017-03,オーガポン,いしずえのめん,くさ,いわ,準伝説,いわ,いしずえのめん,0132-00,メタモン,,ノーマル,,一般,はがね,こだわりスカーフ
101,2025.473,0330-00,フライゴン,,じめん,ドラゴン,一般,フェアリー,いかさまダイス,0437-00,ドータクン,,はがね,エスパー,一般,ノーマル,パワフルハーブ,0382-00,カイオーガ,,みず,,禁止伝説,フェアリー,こだわりスカーフ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,じめん,こだわりメガネ,0812-00,ゴリランダー,,くさ,,一般,くさ,とつげきチョッキ,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,ノーマル,くちたたて
104,2021.747,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,いかさまダイス,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,ノーマル,パワフルハーブ,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,ブーストエナジー,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,とつげきチョッキ,0977-00,ヘイラッシャ,,みず,,一般,くさ,たべのこし
113,2013.317,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,はがね,たべのこし,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,でんき,とつげきチョッキ,1002-00,パオジアン,,あく,こおり,準伝説,あく,いのちのたま,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,シルクのスカーフ,0904-00,ハリーマン,,あく,どく,一般,くさ,くろいヘドロ,0594-00,ママンボウ,,みず,,一般,フェアリー,ゴツゴツメット
