順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
32,2143.2,0286-00,キノガッサ,,くさ,かくとう,一般,ノーマル,どくどくだま,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,じめん,きあいのタスキ,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,みず,たべのこし,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,こうこうのしっぽ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,1004-00,イーユイ,,あく,ほのお,準伝説,くさ,こだわりスカーフ
33,2141.47,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,こだわりメガネ,0980-00,ドオー,,どく,じめん,一般,あく,たべのこし,0911-00,ラウドボーン,,ほのお,ゴースト,一般,みず,あつぞこブーツ,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ノーマル,いのちのたま,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,とつげきチョッキ
34,2140.274,1003-00,ディンルー,,あく,じめん,準伝説,フェアリー,とつげきチョッキ,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,フェアリー,こだわりメガネ,1017-00,オーガポン,みどりのめん,くさ,,準伝説,くさ,こだわりハチマキ,0212-00,ハッサム,,むし,はがね,一般,みず,ゴツゴツメット,0426-00,フワライド,,ゴースト,ひこう,一般,ほのお,エレキシード,0132-00,メタモン,,ノーマル,,一般,はがね,こだわりスカーフ
37,2139.076,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,ラムのみ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,こだわりメガネ,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,ゴツゴツメット,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,こおり,きあいのタスキ,1002-00,パオジアン,,あく,こおり,準伝説,でんき,いのちのたま,1021-00,タケルライコ,,でんき,ドラゴン,準伝説,ノーマル,とつげきチョッキ
39,2138.287,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,みず,くちたけん,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ノーマル,おんみつマント,0286-00,キノガッサ,,くさ,かくとう,一般,ほのお,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,でんき,タラプのみ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,いのちのたま,0934-00,キョジオーン,,いわ,,一般,みず,たべのこし
42,2132.817,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,こだわりスカーフ,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,1003-00,ディンルー,,あく,じめん,準伝説,どく,とつげきチョッキ,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,あつぞこブーツ,0977-00,ヘイラッシャ,,みず,,一般,ほのお,ゴツゴツメット
47,2130.875,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,みず,くちたけん,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ゴツゴツメット,0901-00,ガチグマ,,じめん,ノーマル,一般,フェアリー,かえんだま,0970-00,キラフロル,,いわ,どく,一般,フェアリー,こだわりスカーフ,1002-00,パオジアン,,あく,こおり,準伝説,でんき,ラムのみ,1004-00,イーユイ,,あく,ほのお,準伝説,あく,きあいのタスキ
49,2130.029,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,はがね,くちたけん,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,いかさまダイス,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,フェアリー,ラムのみ,1004-00,イーユイ,,あく,ほのお,準伝説,ほのお,とつげきチョッキ,0903-00,オオニューラ,,かくとう,どく,一般,フェアリー,きあいのタスキ,1017-01,オーガポン,いどのめん,くさ,みず,準伝説,みず,いどのめん
50,2129.047,0248-00,バンギラス,,いわ,あく,一般,はがね,たべのこし,0530-00,ドリュウズ,,じめん,はがね,一般,こおり,きあいのタスキ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,かくとう,のろいのおふだ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ひこう,こだわりスカーフ,0706-01,ヌメルゴン,ヒスイのすがた,はがね,ドラゴン,一般,ノーマル,とつげきチョッキ,0977-00,ヘイラッシャ,,みず,,一般,ほのお,ゴツゴツメット
51,2128.935,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,こだわりスカーフ,0812-00,ゴリランダー,,くさ,,一般,ノーマル,とつげきチョッキ,0823-00,アーマーガア,,ひこう,はがね,一般,ノーマル,オボンのみ,0730-00,アシレーヌ,,みず,フェアリー,一般,どく,ゴツゴツメット,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,きあいのタスキ,1003-00,ディンルー,,あく,じめん,準伝説,どく,たべのこし
52,2128.927,1003-00,ディンルー,,あく,じめん,準伝説,どく,たべのこし,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりハチマキ,1020-00,ウガツホムラ,,ほのお,ドラゴン,準伝説,フェアリー,あつぞこブーツ,0212-00,ハッサム,,むし,はがね,一般,あく,とつげきチョッキ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ステラ,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ゴツゴツメット
55,2128.536,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,フェアリー,あつぞこブーツ,0113-00,ラッキー,,ノーマル,,一般,くさ,しんかのきせき,0977-00,ヘイラッシャ,,みず,,一般,ほのお,たべのこし,0472-00,グライオン,,じめん,ひこう,一般,フェアリー,どくどくだま,0089-01,ベトベトン,アローラのすがた,どく,あく,一般,どく,くろいヘドロ,0051-00,ダグトリオ,,じめん,,一般,かくとう,きあいのタスキ
56,2128.47,0132-00,メタモン,,ノーマル,,一般,ゴースト,こだわりスカーフ,0485-00,ヒードラン,,ほのお,はがね,準伝説,くさ,ふうせん,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,からぶりほけん,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,きあいのタスキ,1003-00,ディンルー,,あく,じめん,準伝説,どく,たべのこし,1017-01,オーガポン,いどのめん,くさ,みず,準伝説,みず,いどのめん
57,2128.263,0450-00,カバルドン,,じめん,,一般,フェアリー,ゴツゴツメット,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,フェアリー,くちたけん,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,1017-01,オーガポン,いどのめん,くさ,みず,準伝説,みず,いどのめん,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,たべのこし
59,2127.117,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,とつげきチョッキ,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,たつじんのおび,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,オボンのみ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ゴースト,ジャポのみ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,いのちのたま
61,2127.088,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,フェアリー,こだわりスカーフ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,どく,パンチグローブ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,じめん,こだわりメガネ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ノーマル,ゴツゴツメット,0930-00,オリーヴァ,,くさ,ノーマル,一般,どく,たべのこし,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ
63,2126.486,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,とつげきチョッキ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,フェアリー,ゴツゴツメット,1023-00,テツノカシラ,,はがね,エスパー,準伝説,フェアリー,ふうせん,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりスカーフ,1002-00,パオジアン,,あく,こおり,準伝説,こおり,こだわりハチマキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,ブーストエナジー
64,2126.158,1003-00,ディンルー,,あく,じめん,準伝説,はがね,とつげきチョッキ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,はがね,たべのこし,1004-00,イーユイ,,あく,ほのお,準伝説,いわ,いのちのたま,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ゴツゴツメット,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ゴースト,ひかりのこな,0970-00,キラフロル,,いわ,どく,一般,ゴースト,きあいのタスキ
66,2125.973,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,とつげきチョッキ,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,0970-00,キラフロル,,いわ,どく,一般,ゴースト,レッドカード,1001-00,チオンジェン,,あく,くさ,準伝説,みず,たべのこし,0823-00,アーマーガア,,ひこう,はがね,一般,ほのお,ゴツゴツメット,0472-00,グライオン,,じめん,ひこう,一般,あく,どくどくだま
67,2125.861,0448-00,ルカリオ,,かくとう,はがね,一般,ステラ,きあいのタスキ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,オボンのみ,1002-00,パオジアン,,あく,こおり,準伝説,でんき,とつげきチョッキ,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ほのお,こだわりハチマキ,0730-00,アシレーヌ,,みず,フェアリー,一般,どく,ゴツゴツメット
69,2124.935,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,とつげきチョッキ,0991-00,テツノツツミ,,こおり,みず,パラドックス,みず,こだわりメガネ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ほのお,オボンのみ,0903-00,オオニューラ,,かくとう,どく,一般,ゴースト,エレキシード,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりハチマキ,0901-00,ガチグマ,,じめん,ノーマル,一般,ノーマル,かえんだま
70,2124.06,0249-00,ルギア,,エスパー,ひこう,禁止伝説,どく,たべのこし,0911-00,ラウドボーン,,ほのお,ゴースト,一般,みず,オボンのみ,0970-00,キラフロル,,いわ,どく,一般,くさ,レッドカード,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ゴースト,メンタルハーブ,0571-01,ゾロアーク,ヒスイのすがた,ノーマル,ゴースト,一般,じめん,こだわりスカーフ
72,2123.585,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ゴツゴツメット,1003-00,ディンルー,,あく,じめん,準伝説,でんき,たべのこし,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ステラ,こだわりメガネ,1002-00,パオジアン,,あく,こおり,準伝説,でんき,こだわりハチマキ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,こだわりスカーフ,0485-00,ヒードラン,,ほのお,はがね,準伝説,フェアリー,オボンのみ
73,2123.525,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,ノーマル,くちたけん,0380-00,ラティアス,,ドラゴン,エスパー,準伝説,はがね,ゴツゴツメット,0286-00,キノガッサ,,くさ,かくとう,一般,ゴースト,きあいのタスキ,1004-00,イーユイ,,あく,ほのお,準伝説,ゴースト,こだわりスカーフ,0970-00,キラフロル,,いわ,どく,一般,じめん,とつげきチョッキ,0485-00,ヒードラン,,ほのお,はがね,準伝説,フェアリー,たべのこし
74,2123.128,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ほのお,きあいのタスキ,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,みず,くちたけん,0450-00,カバルドン,,じめん,,一般,ゴースト,ゴツゴツメット,1004-00,イーユイ,,あく,ほのお,準伝説,くさ,こだわりスカーフ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,シルクのスカーフ
76,2122.399,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,フェアリー,あつぞこブーツ,0113-00,ラッキー,,ノーマル,,一般,はがね,しんかのきせき,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,0089-01,ベトベトン,アローラのすがた,どく,あく,一般,どく,くろいヘドロ,0051-00,ダグトリオ,,じめん,,一般,あく,きあいのタスキ
80,2121.856,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,みず,たべのこし,0132-00,メタモン,,ノーマル,,一般,ノーマル,こだわりスカーフ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,あつぞこブーツ,0980-00,ドオー,,どく,じめん,一般,どく,くろいヘドロ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ノーマル,こだわりハチマキ,1002-00,パオジアン,,あく,こおり,準伝説,でんき,いのちのたま
81,2121.805,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,フェアリー,エレキシード,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,ブーストエナジー,1002-00,パオジアン,,あく,こおり,準伝説,こおり,いのちのたま,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,イバンのみ,0990-00,テツノワダチ,,じめん,はがね,パラドックス,ドラゴン,きあいのタスキ,0934-00,キョジオーン,,いわ,,一般,ひこう,たべのこし
83,2121.145,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,はがね,いかさまダイス,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん,1002-00,パオジアン,,あく,こおり,準伝説,こおり,きあいのタスキ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ステラ,イバンのみ
