順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
79,2082.893,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,こおり,とつげきチョッキ,0212-00,ハッサム,,むし,はがね,一般,ノーマル,ゴツゴツメット,0903-00,オオニューラ,,かくとう,どく,一般,ステラ,きあいのタスキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ノーマル,パンチグローブ,0991-00,テツノツツミ,,こおり,みず,パラドックス,こおり,いのちのたま,0450-00,カバルドン,,じめん,,一般,どく,たべのこし
80,2082.871,0970-00,キラフロル,,いわ,どく,一般,じめん,パワフルハーブ,0911-00,ラウドボーン,,ほのお,ゴースト,一般,みず,バンジのみ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,みず,ブーストエナジー,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,こおり,じしゃく,1003-00,ディンルー,,あく,じめん,準伝説,どく,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,たべのこし
83,2081.535,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ノーマル,パンチグローブ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,くさ,きあいのタスキ,0903-00,オオニューラ,,かくとう,どく,一般,ステラ,ノーマルジュエル,0990-00,テツノワダチ,,じめん,はがね,パラドックス,くさ,ブーストエナジー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ゴツゴツメット,1003-00,ディンルー,,あく,じめん,準伝説,はがね,オボンのみ
84,2081.235,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,いかさまダイス,1003-00,ディンルー,,あく,じめん,準伝説,どく,とつげきチョッキ,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,こだわりメガネ,1002-00,パオジアン,,あく,こおり,準伝説,ほのお,きあいのタスキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,ブーストエナジー,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,みず,オボンのみ
85,2080.793,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,フェアリー,とつげきチョッキ,0212-00,ハッサム,,むし,はがね,一般,あく,たべのこし,1002-00,パオジアン,,あく,こおり,準伝説,でんき,いのちのたま,0279-00,ペリッパー,,みず,ひこう,一般,フェアリー,ゴツゴツメット,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ステラ,きあいのタスキ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,フェアリー,こだわりスカーフ
86,2080.622,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,とつげきチョッキ,1002-00,パオジアン,,あく,こおり,準伝説,こおり,こだわりハチマキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりスカーフ,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,フェアリー,ゴツゴツメット,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,きあいのタスキ
88,2079.44,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,とつげきチョッキ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,みず,ゴツゴツメット,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりスカーフ,1002-00,パオジアン,,あく,こおり,準伝説,でんき,きあいのタスキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,ブーストエナジー,0934-00,キョジオーン,,いわ,,一般,ゴースト,たべのこし
90,2078.384,0876-00,イエッサン,オスのすがた,エスパー,ノーマル,一般,あく,グランドコート,0903-00,オオニューラ,,かくとう,どく,一般,あく,でんきだま,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,くさ,とつげきチョッキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,ゴツゴツメット,0576-00,ゴチルゼル,,エスパー,,一般,いわ,こだわりスカーフ,0800-01,ネクロズマ,たそがれのたてがみ,エスパー,はがね,禁止伝説,じめん,サイコシード
91,2077.98,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,こおり,こだわりハチマキ,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,くさ,きあいのタスキ,0748-00,ドヒドイデ,,どく,みず,一般,くさ,ゴツゴツメット,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ステラ,こだわりメガネ,1003-00,ディンルー,,あく,じめん,準伝説,くさ,たべのこし,0936-00,グレンアルマ,,ほのお,エスパー,一般,フェアリー,パワフルハーブ
94,2076.972,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,でんき,くちたけん,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,みず,たべのこし,0991-00,テツノツツミ,,こおり,みず,パラドックス,じめん,いのちのたま,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,ブーストエナジー
96,2076.544,0890-00,ムゲンダイナ,,どく,ドラゴン,禁止伝説,ほのお,たべのこし,0473-00,マンムー,,こおり,じめん,一般,フェアリー,きあいのタスキ,0812-00,ゴリランダー,,くさ,,一般,はがね,きせきのタネ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,はがね,パンチグローブ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりスカーフ,0998-00,セグレイブ,,ドラゴン,こおり,一般,ノーマル,いかさまダイス
97,2075.241,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,みず,くちたけん,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,ゴツゴツメット,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,でんき,パンチグローブ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,でんき,ブーストエナジー,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,0479-01,ロトム,ヒートロトム,でんき,ほのお,一般,はがね,たべのこし
