順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
46,2065.379,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,かくとう,くちたたて,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,みず,とつげきチョッキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,きあいのタスキ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ノーマル,パワフルハーブ,1017-00,オーガポン,みどりのめん,くさ,,準伝説,くさ,いかさまダイス,0472-00,グライオン,,じめん,ひこう,一般,あく,どくどくだま
47,2065.14,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ノーマル,きあいのタスキ,0384-00,レックウザ,,ドラゴン,ひこう,禁止伝説,ノーマル,シルクのスカーフ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ステラ,ジャポのみ,0450-00,カバルドン,,じめん,,一般,ほのお,ゴツゴツメット,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,1002-00,パオジアン,,あく,こおり,準伝説,あく,いのちのたま
48,2062.895,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ノーマル,ひかりのねんど,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,フェアリー,じゃくてんほけん,1002-00,パオジアン,,あく,こおり,準伝説,ほのお,くろいメガネ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,きあいのタスキ,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,こだわりハチマキ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ノーマル,ゴツゴツメット
50,2062.53,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,こだわりスカーフ,0382-00,カイオーガ,,みず,,禁止伝説,フェアリー,ゴツゴツメット,0727-00,ガオガエン,,ほのお,あく,一般,フェアリー,とつげきチョッキ,1017-01,オーガポン,いどのめん,くさ,みず,準伝説,みず,いどのめん,1003-00,ディンルー,,あく,じめん,準伝説,フェアリー,オボンのみ,1002-00,パオジアン,,あく,こおり,準伝説,こおり,きあいのタスキ
51,2062.483,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,とつげきチョッキ,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,いかさまダイス,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,あつぞこブーツ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,きあいのタスキ,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,0861-00,オーロンゲ,,あく,フェアリー,一般,ゴースト,こうこうのしっぽ
52,2062.356,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,ほのお,いかさまダイス,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,こおり,とつげきチョッキ,0903-00,オオニューラ,,かくとう,どく,一般,あく,エレキシード,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,1003-00,ディンルー,,あく,じめん,準伝説,フェアリー,こだわりハチマキ,0132-00,メタモン,,ノーマル,,一般,ノーマル,こだわりスカーフ
54,2060.519,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,みず,こだわりメガネ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ほのお,パンチグローブ,0594-00,ママンボウ,,みず,,一般,フェアリー,ゴツゴツメット,0812-00,ゴリランダー,,くさ,,一般,ドラゴン,とつげきチョッキ,1005-00,トドロクツキ,,ドラゴン,あく,パラドックス,どく,タラプのみ,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,たべのこし
56,2060.39,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,こだわりメガネ,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,こおり,こだわりハチマキ,0903-00,オオニューラ,,かくとう,どく,一般,ひこう,エレキシード,0876-00,イエッサン,オスのすがた,エスパー,ノーマル,一般,みず,きあいのタスキ,0450-00,カバルドン,,じめん,,一般,みず,ゴツゴツメット,0132-00,メタモン,,ノーマル,,一般,ノーマル,こだわりスカーフ
59,2059.088,0248-00,バンギラス,,いわ,あく,一般,じめん,とつげきチョッキ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,みず,ゴツゴツメット,0911-00,ラウドボーン,,ほのお,ゴースト,一般,みず,たべのこし,1017-01,オーガポン,いどのめん,くさ,みず,準伝説,みず,いどのめん,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,かくとう,くちたけん,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,かくとう,のろいのおふだ
60,2058.99,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,みず,ゴツゴツメット,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりスカーフ,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,0594-00,ママンボウ,,みず,,一般,ノーマル,とつげきチョッキ,0861-00,オーロンゲ,,あく,フェアリー,一般,ノーマル,あつぞこブーツ,0110-01,マタドガス,ガラルのすがた,どく,フェアリー,一般,じめん,たべのこし
61,2058.768,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,こだわりメガネ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりスカーフ,0823-00,アーマーガア,,ひこう,はがね,一般,ほのお,ゴツゴツメット,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,あく,あつぞこブーツ,0977-00,ヘイラッシャ,,みず,,一般,ほのお,たべのこし,0980-00,ドオー,,どく,じめん,一般,ゴースト,おんみつマント
65,2057.767,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,こだわりメガネ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,きあいのタスキ,1002-00,パオジアン,,あく,こおり,準伝説,でんき,いのちのたま,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,たべのこし,0594-00,ママンボウ,,みず,,一般,フェアリー,ゴツゴツメット,0132-00,メタモン,,ノーマル,,一般,ステラ,こだわりスカーフ
66,2057.467,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,くさ,きあいのタスキ,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,ほのお,くちたたて,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,ほのお,くろいメガネ,0812-00,ゴリランダー,,くさ,,一般,ノーマル,とつげきチョッキ,0472-00,グライオン,,じめん,ひこう,一般,ノーマル,どくどくだま,0990-00,テツノワダチ,,じめん,はがね,パラドックス,フェアリー,ブーストエナジー
67,2057.287,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,こおり,こだわりハチマキ,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,ノーマル,ゴツゴツメット,0970-00,キラフロル,,いわ,どく,一般,じめん,きあいのタスキ,0472-00,グライオン,,じめん,ひこう,一般,あく,どくどくだま,1003-00,ディンルー,,あく,じめん,準伝説,はがね,オボンのみ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ステラ,イバンのみ
69,2057.001,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,こだわりメガネ,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,あく,とつげきチョッキ,0594-00,ママンボウ,,みず,,一般,フェアリー,ゴツゴツメット,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりハチマキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,じめん,いかさまダイス,0132-00,メタモン,,ノーマル,,一般,ノーマル,こだわりスカーフ
70,2056.973,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,こだわりメガネ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,たべのこし,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ゴースト,きあいのタスキ,1002-00,パオジアン,,あく,こおり,準伝説,ほのお,くろいメガネ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,フェアリー,ブーストエナジー,0132-00,メタモン,,ノーマル,,一般,フェアリー,こだわりスカーフ
71,2056.699,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,フェアリー,こだわりスカーフ,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,0382-00,カイオーガ,,みず,,禁止伝説,でんき,とつげきチョッキ,0970-00,キラフロル,,いわ,どく,一般,フェアリー,たべのこし,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ゴツゴツメット,0800-01,ネクロズマ,たそがれのたてがみ,エスパー,はがね,禁止伝説,ノーマル,ラムのみ
72,2056.599,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,みず,たべのこし,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,こだわりスカーフ,0990-00,テツノワダチ,,じめん,はがね,パラドックス,あく,ブーストエナジー,1004-00,イーユイ,,あく,ほのお,準伝説,あく,とつげきチョッキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ノーマル,こだわりハチマキ,1002-00,パオジアン,,あく,こおり,準伝説,でんき,きあいのタスキ
75,2055.829,0890-00,ムゲンダイナ,,どく,ドラゴン,禁止伝説,ほのお,たべのこし,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,ゴツゴツメット,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ステラ,きあいのタスキ,1003-00,ディンルー,,あく,じめん,準伝説,どく,オボンのみ,0730-00,アシレーヌ,,みず,フェアリー,一般,みず,とつげきチョッキ,0132-00,メタモン,,ノーマル,,一般,ノーマル,こだわりスカーフ
76,2055.428,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,こだわりメガネ,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,あく,あつぞこブーツ,0977-00,ヘイラッシャ,,みず,,一般,ゴースト,たべのこし,0199-01,ヤドキング,ガラルのすがた,どく,エスパー,一般,ひこう,くろいヘドロ,0472-00,グライオン,,じめん,ひこう,一般,フェアリー,どくどくだま,0980-00,ドオー,,どく,じめん,一般,でんき,オボンのみ
83,2052.606,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,くさ,いのちのたま,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,でんき,くちたけん,1005-00,トドロクツキ,,ドラゴン,あく,パラドックス,じめん,ブーストエナジー,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ほのお,ゴツゴツメット,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん
84,2052.426,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ノーマル,きあいのタスキ,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,みず,エレキシード,0990-00,テツノワダチ,,じめん,はがね,パラドックス,ノーマル,ブーストエナジー,1002-00,パオジアン,,あく,こおり,準伝説,ほのお,とけないこおり,0132-00,メタモン,,ノーマル,,一般,ノーマル,こだわりスカーフ,0934-00,キョジオーン,,いわ,,一般,みず,たべのこし
85,2052.407,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,くさ,こだわりメガネ,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,とつげきチョッキ,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,はがね,オボンのみ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ほのお,こだわりハチマキ,1002-00,パオジアン,,あく,こおり,準伝説,ほのお,くろいメガネ
87,2052.047,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,どく,たべのこし,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりスカーフ,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,とつげきチョッキ,0970-00,キラフロル,,いわ,どく,一般,あく,レッドカード,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん
89,2051.923,0382-00,カイオーガ,,みず,,禁止伝説,でんき,とつげきチョッキ,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,じめん,パワフルハーブ,0212-00,ハッサム,,むし,はがね,一般,ひこう,ゴツゴツメット,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,いのちのたま,0903-00,オオニューラ,,かくとう,どく,一般,じめん,きあいのタスキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,いわ,ラムのみ
91,2050.945,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ステラ,きあいのタスキ,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,くさ,とつげきチョッキ,0970-00,キラフロル,,いわ,どく,一般,フェアリー,レッドカード,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ノーマル,こだわりスカーフ,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,0594-00,ママンボウ,,みず,,一般,フェアリー,ゴツゴツメット
94,2050.106,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,とつげきチョッキ,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,みず,くちたけん,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ノーマル,おんみつマント,0903-00,オオニューラ,,かくとう,どく,一般,ひこう,エレキシード,0970-00,キラフロル,,いわ,どく,一般,フェアリー,ふうせん,1001-00,チオンジェン,,あく,くさ,準伝説,みず,たべのこし
