順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
171,1885.613,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,ゴースト,おんみつマント,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,どく,こだわりスカーフ,0812-00,ゴリランダー,,くさ,,一般,ほのお,とつげきチョッキ,0059-01,ウインディ,ヒスイのすがた,ほのお,いわ,一般,フェアリー,こだわりハチマキ
216,1861.572,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,みず,オボンのみ,0488-00,クレセリア,,エスパー,,準伝説,ほのお,メンタルハーブ,0324-00,コータス,,ほのお,,一般,ほのお,こだわりメガネ,0901-00,ガチグマ,,じめん,ノーマル,一般,いわ,かえんだま,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,フェアリー,ぼうじんゴーグル,0936-00,グレンアルマ,,ほのお,エスパー,一般,くさ,いのちのたま
224,1857.022,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,はがね,するどいくちばし,0812-00,ゴリランダー,,くさ,,一般,みず,とつげきチョッキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりスカーフ,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,みず,ブーストエナジー,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん
350,1819.923,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,ゴースト,きあいのタスキ,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,たべのこし,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりスカーフ,0059-01,ウインディ,ヒスイのすがた,ほのお,いわ,一般,フェアリー,こだわりハチマキ,0812-00,ゴリランダー,,くさ,,一般,ほのお,とつげきチョッキ,1017-01,オーガポン,いどのめん,くさ,みず,準伝説,みず,いどのめん
359,1818.018,0700-00,ニンフィア,,フェアリー,,一般,みず,こだわりメガネ,0903-00,オオニューラ,,かくとう,どく,一般,ゴースト,オボンのみ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,みず,やわらかいすな,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,フェアリー,ゴツゴツメット,0279-00,ペリッパー,,みず,ひこう,一般,フェアリー,ひかりのこな,0059-01,ウインディ,ヒスイのすがた,ほのお,いわ,一般,ノーマル,いのちのたま
386,1813.485,0706-01,ヌメルゴン,ヒスイのすがた,はがね,ドラゴン,一般,フェアリー,たべのこし,0861-00,オーロンゲ,,あく,フェアリー,一般,どく,ひかりのねんど,1013-00,ヤバソチャ,ボンサクのすがた,くさ,ゴースト,一般,みず,オボンのみ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ひこう,こだわりスカーフ,1017-01,オーガポン,いどのめん,くさ,みず,準伝説,みず,いどのめん,0979-00,コノヨザル,,かくとう,ゴースト,一般,フェアリー,ぼうじんゴーグル
399,1811.522,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりスカーフ,1004-00,イーユイ,,あく,ほのお,準伝説,ゴースト,こうかくレンズ,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,ゴースト,おんみつマント,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,しんぴのしずく,0591-00,モロバレル,,くさ,どく,一般,みず,ゴツゴツメット,0981-00,リキキリン,,ノーマル,エスパー,一般,フェアリー,ナモのみ
403,1811.038,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ひこう,こだわりスカーフ,1004-00,イーユイ,,あく,ほのお,準伝説,くさ,こだわりメガネ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,くさ,ブーストエナジー,1017-01,オーガポン,いどのめん,くさ,みず,準伝説,みず,いどのめん,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,みず,とつげきチョッキ
452,1804.277,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,ブーストエナジー,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,ゴースト,メンタルハーブ,0812-00,ゴリランダー,,くさ,,一般,ほのお,とつげきチョッキ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ひこう,こだわりスカーフ,0485-00,ヒードラン,,ほのお,はがね,準伝説,くさ,たべのこし,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,あく,きあいのタスキ
649,1771.495,0652-00,ブリガロン,,くさ,かくとう,一般,ほのお,オボンのみ,0812-00,ゴリランダー,,くさ,,一般,ほのお,とつげきチョッキ,0925-00,イッカネズミ,３びきかぞく,ノーマル,,一般,ゴースト,ゴツゴツメット,0981-00,リキキリン,,ノーマル,エスパー,一般,くさ,ナモのみ,0059-01,ウインディ,ヒスイのすがた,ほのお,いわ,一般,ノーマル,こだわりハチマキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,くさ,こだわりメガネ
754,1761.045,0874-00,イシヘンジン,,いわ,,一般,くさ,ゴツゴツメット,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,みず,せいれいプレート,1004-00,イーユイ,,あく,ほのお,準伝説,ゴースト,こだわりメガネ,0324-00,コータス,,ほのお,,一般,ほのお,もくたん,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,ひこう,おんみつマント,0986-00,アラブルタケ,,くさ,あく,パラドックス,どく,いかさまダイス
841,1752.898,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,ひこう,おんみつマント,1015-00,マシマシラ,,どく,エスパー,準伝説,どく,くろいてっきゅう,0895-00,レジドラゴ,,ドラゴン,,準伝説,はがね,パワーベルト,0485-00,ヒードラン,,ほのお,はがね,準伝説,くさ,いのちのたま,0998-00,セグレイブ,,ドラゴン,こおり,一般,どく,とつげきチョッキ,0981-00,リキキリン,,ノーマル,エスパー,一般,くさ,オボンのみ
888,1749.43,0936-00,グレンアルマ,,ほのお,エスパー,一般,エスパー,いのちのたま,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,フェアリー,オボンのみ,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,ほのお,とつげきチョッキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,きあいのタスキ,1017-01,オーガポン,いどのめん,くさ,みず,準伝説,みず,いどのめん,0993-00,テツノコウベ,,あく,ひこう,パラドックス,ひこう,ブーストエナジー
954,1745.184,0549-01,ドレディア,ヒスイのすがた,くさ,かくとう,一般,ゴースト,きあいのタスキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,0324-00,コータス,,ほのお,,一般,ほのお,もくたん,0488-00,クレセリア,,エスパー,,準伝説,フェアリー,メンタルハーブ,0901-00,ガチグマ,,じめん,ノーマル,一般,ゴースト,かえんだま,1017-03,オーガポン,いしずえのめん,くさ,いわ,準伝説,いわ,いしずえのめん
972,1744.041,0977-00,ヘイラッシャ,,みず,,一般,ひこう,とつげきチョッキ,0978-00,シャリタツ,そったすがた,ドラゴン,みず,一般,ドラゴン,こだわりスカーフ,0373-00,ボーマンダ,,ドラゴン,ひこう,一般,どく,いのちのたま,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,ほのお,たべのこし,0485-00,ヒードラン,,ほのお,はがね,準伝説,フェアリー,オボンのみ,0991-00,テツノツツミ,,こおり,みず,パラドックス,くさ,ブーストエナジー
976,1743.638,1004-00,イーユイ,,あく,ほのお,準伝説,ゴースト,こだわりメガネ,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0297-00,ハリテヤマ,,かくとう,,一般,じめん,かえんだま,1017-01,オーガポン,いどのめん,くさ,みず,準伝説,みず,いどのめん,0812-00,ゴリランダー,,くさ,,一般,ほのお,とつげきチョッキ,0059-01,ウインディ,ヒスイのすがた,ほのお,いわ,一般,くさ,ゴツゴツメット
