順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
21,2345.972,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,はがね,こだわりメガネ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,フェアリー,こだわりスカーフ,0934-00,キョジオーン,,いわ,,一般,みず,たべのこし,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,ゴツゴツメット,1000-00,サーフゴー,,はがね,ゴースト,一般,フェアリー,おんみつマント,0445-00,ガブリアス,,ドラゴン,じめん,一般,じめん,こだわりハチマキ
22,2345.704,0450-00,カバルドン,,じめん,,一般,ほのお,ラムのみ,0983-00,ドドゲザン,,あく,はがね,一般,あく,とつげきチョッキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,いのちのたま,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,フェアリー,こだわりメガネ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ゴースト,のろいのおふだ,0923-00,パーモット,,でんき,かくとう,一般,かくとう,きあいのタスキ
23,2345.448,0998-00,セグレイブ,,ドラゴン,こおり,一般,じめん,とつげきチョッキ,1000-00,サーフゴー,,はがね,ゴースト,一般,ノーマル,こだわりメガネ,0934-00,キョジオーン,,いわ,,一般,はがね,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,するどいくちばし,0132-00,メタモン,,ノーマル,,一般,フェアリー,こだわりスカーフ,0983-00,ドドゲザン,,あく,はがね,一般,あく,くろいメガネ
25,2342.3,0911-00,ラウドボーン,,ほのお,ゴースト,一般,ノーマル,たべのこし,0637-00,ウルガモス,,むし,ほのお,一般,フェアリー,あつぞこブーツ,0445-00,ガブリアス,,ドラゴン,じめん,一般,じめん,こだわりスカーフ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,ゴツゴツメット,0979-00,コノヨザル,,かくとう,ゴースト,一般,ひこう,でんきだま,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,ふうせん
27,2340.587,0197-00,ブラッキー,,あく,,一般,ノーマル,たべのこし,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ゴースト,いのちのたま,0911-00,ラウドボーン,,ほのお,ゴースト,一般,フェアリー,おんみつマント,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,フェアリー,とつげきチョッキ,0959-00,デカヌチャン,,フェアリー,はがね,一般,フェアリー,ふうせん,0637-00,ウルガモス,,むし,ほのお,一般,ほのお,こだわりメガネ
29,2337.68,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,おんみつマント,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,かくとう,きあいのタスキ,0823-00,アーマーガア,,ひこう,はがね,一般,かくとう,ゴツゴツメット,0242-00,ハピナス,,ノーマル,,一般,でんき,どくバリ,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,0748-00,ドヒドイデ,,どく,みず,一般,どく,くろいヘドロ
30,2336.947,0998-00,セグレイブ,,ドラゴン,こおり,一般,じめん,いかさまダイス,0983-00,ドドゲザン,,あく,はがね,一般,あく,ゴツゴツメット,0479-01,ロトム,ヒートロトム,でんき,ほのお,一般,あく,とつげきチョッキ,0700-00,ニンフィア,,フェアリー,,一般,ほのお,たべのこし,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ゴースト,こだわりハチマキ,0450-00,カバルドン,,じめん,,一般,みず,オボンのみ
31,2336.287,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,シルクのスカーフ,0635-00,サザンドラ,,あく,ドラゴン,一般,はがね,たつじんのおび,0094-00,ゲンガー,,ゴースト,どく,一般,くさ,きあいのタスキ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,フェアリー,いのちのたま,0998-00,セグレイブ,,ドラゴン,こおり,一般,でんき,いかさまダイス,0750-00,バンバドロ,,じめん,,一般,はがね,オボンのみ
32,2336.269,0450-00,カバルドン,,じめん,,一般,フェアリー,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,たべのこし,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,ゴツゴツメット,0635-00,サザンドラ,,あく,ドラゴン,一般,はがね,こだわりメガネ,0959-00,デカヌチャン,,フェアリー,はがね,一般,ノーマル,ふうせん,0128-03,ケンタロス,パルデアのすがた・ウォーターしゅ,かくとう,みず,一般,かくとう,とつげきチョッキ
33,2335.941,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ノーマル,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,こだわりハチマキ,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,フェアリー,いのちのたま,0462-00,ジバコイル,,でんき,はがね,一般,かくとう,ゴツゴツメット,0423-00,トリトドン,にしのうみ,みず,じめん,一般,フェアリー,おんみつマント
34,2333.349,0445-00,ガブリアス,,ドラゴン,じめん,一般,はがね,こだわりスカーフ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,ゴツゴツメット,0094-00,ゲンガー,,ゴースト,どく,一般,ノーマル,きあいのタスキ,1000-00,サーフゴー,,はがね,ゴースト,一般,ゴースト,おんみつマント,0635-00,サザンドラ,,あく,ドラゴン,一般,はがね,こだわりメガネ,0983-00,ドドゲザン,,あく,はがね,一般,はがね,ヨプのみ
36,2329.922,0450-00,カバルドン,,じめん,,一般,くさ,ゴツゴツメット,0445-00,ガブリアス,,ドラゴン,じめん,一般,フェアリー,こだわりハチマキ,0635-00,サザンドラ,,あく,ドラゴン,一般,はがね,たべのこし,0184-00,マリルリ,,みず,フェアリー,一般,みず,オボンのみ,0462-00,ジバコイル,,でんき,はがね,一般,ひこう,こだわりメガネ,0637-00,ウルガモス,,むし,ほのお,一般,くさ,もくたん
37,2328.883,0998-00,セグレイブ,,ドラゴン,こおり,一般,フェアリー,とけないこおり,0983-00,ドドゲザン,,あく,はがね,一般,ゴースト,たべのこし,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,0700-00,ニンフィア,,フェアリー,,一般,ほのお,こだわりメガネ,0977-00,ヘイラッシャ,,みず,,一般,ほのお,ゴツゴツメット,0980-00,ドオー,,どく,じめん,一般,ひこう,くろいヘドロ
38,2328.307,0445-00,ガブリアス,,ドラゴン,じめん,一般,フェアリー,こだわりハチマキ,0197-00,ブラッキー,,あく,,一般,フェアリー,たべのこし,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,ノーマル,こだわりメガネ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ラムのみ,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,こだわりスカーフ,0959-00,デカヌチャン,,フェアリー,はがね,一般,ひこう,ふうせん
41,2327.112,0748-00,ドヒドイデ,,どく,みず,一般,フェアリー,メンタルハーブ,0591-00,モロバレル,,くさ,どく,一般,フェアリー,とつげきチョッキ,0113-00,ラッキー,,ノーマル,,一般,あく,しんかのきせき,0713-00,クレベース,,こおり,,一般,かくとう,あつぞこブーツ,0980-00,ドオー,,どく,じめん,一般,どく,くろいヘドロ,0934-00,キョジオーン,,いわ,,一般,ひこう,たべのこし
43,2326.308,0197-00,ブラッキー,,あく,,一般,どく,たべのこし,0959-00,デカヌチャン,,フェアリー,はがね,一般,でんき,たつじんのおび,0149-00,カイリュー,,ドラゴン,ひこう,一般,ほのお,ラムのみ,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,フェアリー,こだわりスカーフ,0286-00,キノガッサ,,くさ,かくとう,一般,じめん,きあいのタスキ,1000-00,サーフゴー,,はがね,ゴースト,一般,ノーマル,こだわりメガネ
44,2322.854,0445-00,ガブリアス,,ドラゴン,じめん,一般,フェアリー,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,ゴツゴツメット,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ゴースト,きあいのタスキ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりスカーフ,0983-00,ドドゲザン,,あく,はがね,一般,あく,くろいメガネ,0911-00,ラウドボーン,,ほのお,ゴースト,一般,くさ,たべのこし
47,2321.553,0861-00,オーロンゲ,,あく,フェアリー,一般,ほのお,とつげきチョッキ,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,あく,いのちのたま,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,0479-05,ロトム,カットロトム,でんき,くさ,一般,かくとう,おんみつマント,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,こだわりメガネ,0998-00,セグレイブ,,ドラゴン,こおり,一般,じめん,きあいのタスキ
48,2321.322,0748-00,ドヒドイデ,,どく,みず,一般,ひこう,メンタルハーブ,0980-00,ドオー,,どく,じめん,一般,くさ,おんみつマント,0713-00,クレベース,,こおり,,一般,かくとう,あつぞこブーツ,0911-00,ラウドボーン,,ほのお,ゴースト,一般,フェアリー,ふうせん,0934-00,キョジオーン,,いわ,,一般,はがね,たべのこし,0242-00,ハピナス,,ノーマル,,一般,あく,バンジのみ
49,2320.542,0286-00,キノガッサ,,くさ,かくとう,一般,ほのお,いかさまダイス,1000-00,サーフゴー,,はがね,ゴースト,一般,ノーマル,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,あつぞこブーツ,0998-00,セグレイブ,,ドラゴン,こおり,一般,でんき,とつげきチョッキ,0982-00,ノココッチ,ふたふしフォルム,ノーマル,,一般,じめん,オボンのみ,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,フェアリー,たべのこし
51,2319.624,0094-00,ゲンガー,,ゴースト,どく,一般,ノーマル,きあいのタスキ,0908-00,マスカーニャ,,くさ,あく,一般,フェアリー,こだわりハチマキ,0934-00,キョジオーン,,いわ,,一般,ひこう,たべのこし,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,フェアリー,こだわりスカーフ,0980-00,ドオー,,どく,じめん,一般,どく,くろいヘドロ,0983-00,ドドゲザン,,あく,はがね,一般,あく,くろいメガネ
52,2319.013,0286-00,キノガッサ,,くさ,かくとう,一般,ほのお,いかさまダイス,1000-00,サーフゴー,,はがね,ゴースト,一般,ノーマル,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,あつぞこブーツ,0998-00,セグレイブ,,ドラゴン,こおり,一般,でんき,とつげきチョッキ,0982-00,ノココッチ,ふたふしフォルム,ノーマル,,一般,じめん,オボンのみ,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,フェアリー,たべのこし
53,2318.783,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,はがね,こだわりメガネ,0998-00,セグレイブ,,ドラゴン,こおり,一般,はがね,いかさまダイス,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,ゴツゴツメット,1000-00,サーフゴー,,はがね,ゴースト,一般,ゴースト,こだわりスカーフ,0934-00,キョジオーン,,いわ,,一般,ひこう,たべのこし,0983-00,ドドゲザン,,あく,はがね,一般,あく,くろいメガネ
54,2317.576,0445-00,ガブリアス,,ドラゴン,じめん,一般,フェアリー,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,ゴツゴツメット,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ゴースト,きあいのタスキ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりスカーフ,0983-00,ドドゲザン,,あく,はがね,一般,あく,くろいメガネ,0911-00,ラウドボーン,,ほのお,ゴースト,一般,くさ,たべのこし
55,2317.245,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,するどいくちばし,0094-00,ゲンガー,,ゴースト,どく,一般,ノーマル,きあいのタスキ,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,0635-00,サザンドラ,,あく,ドラゴン,一般,はがね,こだわりメガネ,0445-00,ガブリアス,,ドラゴン,じめん,一般,じめん,こだわりスカーフ,0979-00,コノヨザル,,かくとう,ゴースト,一般,はがね,でんきだま
56,2317.058,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,はがね,いのちのたま,0635-00,サザンドラ,,あく,ドラゴン,一般,どく,おんみつマント,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,フェアリー,こだわりスカーフ,0977-00,ヘイラッシャ,,みず,,一般,くさ,たべのこし,0983-00,ドドゲザン,,あく,はがね,一般,あく,ラムのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ゴツゴツメット
59,2315.617,0450-00,カバルドン,,じめん,,一般,はがね,オボンのみ,0130-00,ギャラドス,,みず,ひこう,一般,ひこう,ゴツゴツメット,0998-00,セグレイブ,,ドラゴン,こおり,一般,こおり,きあいのタスキ,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,たべのこし,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,フェアリー,いのちのたま,0637-00,ウルガモス,,むし,ほのお,一般,ほのお,こだわりメガネ
60,2315.566,0130-00,ギャラドス,,みず,ひこう,一般,フェアリー,クリアチャーム,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,はがね,たべのこし,0979-00,コノヨザル,,かくとう,ゴースト,一般,はがね,オボンのみ,0637-00,ウルガモス,,むし,ほのお,一般,くさ,ゴツゴツメット,0635-00,サザンドラ,,あく,ドラゴン,一般,はがね,こだわりメガネ,0983-00,ドドゲザン,,あく,はがね,一般,ほのお,とつげきチョッキ
61,2315.565,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,1000-00,サーフゴー,,はがね,ゴースト,一般,ゴースト,こだわりスカーフ,0700-00,ニンフィア,,フェアリー,,一般,ほのお,とつげきチョッキ,0911-00,ラウドボーン,,ほのお,ゴースト,一般,フェアリー,おんみつマント,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,フェアリー,フィラのみ,0977-00,ヘイラッシャ,,みず,,一般,じめん,オボンのみ
62,2314.865,0197-00,ブラッキー,,あく,,一般,ノーマル,たべのこし,0445-00,ガブリアス,,ドラゴン,じめん,一般,はがね,とつげきチョッキ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりスカーフ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ゴツゴツメット,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,フェアリー,こだわりメガネ,0911-00,ラウドボーン,,ほのお,ゴースト,一般,フェアリー,おんみつマント
64,2313.715,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ドラゴン,いのちのたま,0445-00,ガブリアス,,ドラゴン,じめん,一般,じめん,こだわりハチマキ,0979-00,コノヨザル,,かくとう,ゴースト,一般,ノーマル,とつげきチョッキ,0823-00,アーマーガア,,ひこう,はがね,一般,かくとう,ゴツゴツメット,0936-00,グレンアルマ,,ほのお,エスパー,一般,フェアリー,きあいのタスキ,0934-00,キョジオーン,,いわ,,一般,ゴースト,たべのこし
65,2313.605,0362-00,オニゴーリ,,こおり,,一般,みず,たべのこし,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ゴースト,こだわりメガネ,0908-00,マスカーニャ,,くさ,あく,一般,くさ,でんきだま,0094-00,ゲンガー,,ゴースト,どく,一般,フェアリー,きあいのタスキ,0445-00,ガブリアス,,ドラゴン,じめん,一般,フェアリー,こだわりハチマキ,0934-00,キョジオーン,,いわ,,一般,みず,おんみつマント
68,2312.342,0972-00,ハカドッグ,,ゴースト,,一般,かくとう,いのちのたま,0450-00,カバルドン,,じめん,,一般,くさ,さらさらいわ,0998-00,セグレイブ,,ドラゴン,こおり,一般,じめん,きあいのタスキ,1000-00,サーフゴー,,はがね,ゴースト,一般,ノーマル,こだわりスカーフ,0128-02,ケンタロス,パルデアのすがた・ブレイズしゅ,かくとう,ほのお,一般,じめん,オボンのみ,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,フェアリー,おんみつマント
69,2312.338,0450-00,カバルドン,,じめん,,一般,はがね,オボンのみ,0637-00,ウルガモス,,むし,ほのお,一般,ほのお,いのちのたま,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,ゴツゴツメット,1000-00,サーフゴー,,はがね,ゴースト,一般,フェアリー,こだわりメガネ,0908-00,マスカーニャ,,くさ,あく,一般,あく,こだわりハチマキ,0197-00,ブラッキー,,あく,,一般,フェアリー,たべのこし
70,2312.183,0635-00,サザンドラ,,あく,ドラゴン,一般,はがね,たべのこし,0445-00,ガブリアス,,ドラゴン,じめん,一般,フェアリー,こだわりハチマキ,0998-00,セグレイブ,,ドラゴン,こおり,一般,じめん,とつげきチョッキ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,0908-00,マスカーニャ,,くさ,あく,一般,くさ,きあいのタスキ,0823-00,アーマーガア,,ひこう,はがね,一般,かくとう,ゴツゴツメット
71,2312.034,0445-00,ガブリアス,,ドラゴン,じめん,一般,じめん,こだわりハチマキ,0979-00,コノヨザル,,かくとう,ゴースト,一般,はがね,オボンのみ,0637-00,ウルガモス,,むし,ほのお,一般,フェアリー,あつぞこブーツ,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,たべのこし,0983-00,ドドゲザン,,あく,はがね,一般,あく,くろいメガネ,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,ゴツゴツメット
