順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
21,2050.821,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,オボンのみ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ノーマル,こだわりスカーフ,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,でんき,くちたけん,1017-03,オーガポン,いしずえのめん,くさ,いわ,準伝説,いわ,いしずえのめん,0934-00,キョジオーン,,いわ,,一般,くさ,たべのこし,0970-00,キラフロル,,いわ,どく,一般,フェアリー,レッドカード
24,2049.458,0800-01,ネクロズマ,たそがれのたてがみ,エスパー,はがね,禁止伝説,ノーマル,おんみつマント,0382-00,カイオーガ,,みず,,禁止伝説,フェアリー,とつげきチョッキ,0861-00,オーロンゲ,,あく,フェアリー,一般,じめん,ひかりのねんど,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ゴースト,こだわりスカーフ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,0901-00,ガチグマ,,じめん,ノーマル,一般,くさ,かえんだま
27,2044.732,0890-00,ムゲンダイナ,,どく,ドラゴン,禁止伝説,フェアリー,きあいのタスキ,0249-00,ルギア,,エスパー,ひこう,禁止伝説,ノーマル,たべのこし,1002-00,パオジアン,,あく,こおり,準伝説,ほのお,いのちのたま,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりスカーフ,1003-00,ディンルー,,あく,じめん,準伝説,フェアリー,オボンのみ,0977-00,ヘイラッシャ,,みず,,一般,ほのお,とくせいガード
28,2044.18,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,フェアリー,こだわりハチマキ,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,あく,こだわりスカーフ,0980-00,ドオー,,どく,じめん,一般,どく,くろいヘドロ,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,シルクのスカーフ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ステラ,きあいのタスキ
31,2041.046,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,こおり,こだわりスカーフ,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,ゴツゴツメット,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりハチマキ,1002-00,パオジアン,,あく,こおり,準伝説,でんき,きあいのタスキ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ノーマル,とつげきチョッキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ
32,2039.352,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,だっしゅつパック,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,フェアリー,とつげきチョッキ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,みず,ゴツゴツメット,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,フェアリー,しんぴのしずく,0990-00,テツノワダチ,,じめん,はがね,パラドックス,じめん,こだわりハチマキ,0132-00,メタモン,,ノーマル,,一般,ノーマル,こだわりスカーフ
35,2036.736,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,みず,こだわりメガネ,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,みず,くちたけん,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,フェアリー,ゴツゴツメット,0727-00,ガオガエン,,ほのお,あく,一般,ノーマル,とつげきチョッキ,0980-00,ドオー,,どく,じめん,一般,ノーマル,たべのこし,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,パンチグローブ
38,2036.093,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,フェアリー,あつぞこブーツ,0890-00,ムゲンダイナ,,どく,ドラゴン,禁止伝説,フェアリー,おんみつマント,0113-00,ラッキー,,ノーマル,,一般,はがね,しんかのきせき,0977-00,ヘイラッシャ,,みず,,一般,はがね,たべのこし,0472-00,グライオン,,じめん,ひこう,一般,フェアリー,どくどくだま,0089-01,ベトベトン,アローラのすがた,どく,あく,一般,どく,くろいヘドロ
40,2033.018,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,でんき,いのちのたま,0547-00,エルフーン,,くさ,フェアリー,一般,ノーマル,きあいのタスキ,0800-01,ネクロズマ,たそがれのたてがみ,エスパー,はがね,禁止伝説,ノーマル,でんきだま,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,とつげきチョッキ,0485-00,ヒードラン,,ほのお,はがね,準伝説,フェアリー,たべのこし,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,いかさまダイス
41,2030.846,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,ゴツゴツメット,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,こだわりスカーフ,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,みず,くちたけん,0934-00,キョジオーン,,いわ,,一般,くさ,たべのこし,0286-00,キノガッサ,,くさ,かくとう,一般,ステラ,きあいのタスキ
44,2022.259,0382-00,カイオーガ,,みず,,禁止伝説,でんき,こだわりメガネ,0800-01,ネクロズマ,たそがれのたてがみ,エスパー,はがね,禁止伝説,ノーマル,じゃくてんほけん,1003-00,ディンルー,,あく,じめん,準伝説,くさ,オボンのみ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ステラ,きあいのタスキ,1002-00,パオジアン,,あく,こおり,準伝説,じめん,とつげきチョッキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,ゴツゴツメット
46,2021.665,0890-00,ムゲンダイナ,,どく,ドラゴン,禁止伝説,フェアリー,こだわりスカーフ,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,あく,あつぞこブーツ,0113-00,ラッキー,,ノーマル,,一般,はがね,しんかのきせき,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,0934-00,キョジオーン,,いわ,,一般,フェアリー,おんみつマント
51,2019.198,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,こだわりスカーフ,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ノーマル,いかさまダイス,0113-00,ラッキー,,ノーマル,,一般,くさ,しんかのきせき,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,0977-00,ヘイラッシャ,,みず,,一般,ノーマル,たべのこし,0089-01,ベトベトン,アローラのすがた,どく,あく,一般,ノーマル,くろいヘドロ
52,2018.801,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ノーマル,こだわりハチマキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,きあいのタスキ,0594-00,ママンボウ,,みず,,一般,フェアリー,おんみつマント,0132-00,メタモン,,ノーマル,,一般,はがね,こだわりスカーフ,0199-01,ヤドキング,ガラルのすがた,どく,エスパー,一般,あく,たべのこし,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,でんき,とつげきチョッキ
54,2016.758,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりハチマキ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,こだわりスカーフ,0248-00,バンギラス,,いわ,あく,一般,じめん,とつげきチョッキ,0594-00,ママンボウ,,みず,,一般,フェアリー,ゴツゴツメット,1003-00,ディンルー,,あく,じめん,準伝説,どく,オボンのみ,0212-00,ハッサム,,むし,はがね,一般,ノーマル,いのちのたま
55,2016.659,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,こおり,とつげきチョッキ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,こだわりスカーフ,0212-00,ハッサム,,むし,はがね,一般,ノーマル,ゴツゴツメット,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,いのちのたま,1002-00,パオジアン,,あく,こおり,準伝説,じめん,きあいのタスキ,0970-00,キラフロル,,いわ,どく,一般,ノーマル,レッドカード
57,2016.463,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,パワフルハーブ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ほのお,きあいのタスキ,0990-00,テツノワダチ,,じめん,はがね,パラドックス,フェアリー,ブーストエナジー,1017-01,オーガポン,いどのめん,くさ,みず,準伝説,みず,いどのめん,0132-00,メタモン,,ノーマル,,一般,はがね,こだわりスカーフ,0903-00,オオニューラ,,かくとう,どく,一般,ひこう,でんきだま
64,2013.188,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,メンタルハーブ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ノーマル,ひかりのねんど,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,きあいのタスキ,1005-00,トドロクツキ,,ドラゴン,あく,パラドックス,ひこう,ブーストエナジー,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん,0903-00,オオニューラ,,かくとう,どく,一般,あく,でんきだま
66,2012.559,0890-00,ムゲンダイナ,,どく,ドラゴン,禁止伝説,フェアリー,たべのこし,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりハチマキ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,みず,ゴツゴツメット,0233-00,ポリゴン２,,ノーマル,,一般,フェアリー,しんかのきせき,0382-00,カイオーガ,,みず,,禁止伝説,フェアリー,こだわりスカーフ,0235-00,ドーブル,,ノーマル,,一般,ノーマル,きあいのタスキ
67,2011.835,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,くさ,パワフルハーブ,0382-00,カイオーガ,,みず,,禁止伝説,フェアリー,こだわりメガネ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,きあいのタスキ,0983-00,ドドゲザン,,あく,はがね,一般,あく,くろいメガネ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ノーマル,ゴツゴツメット,0149-00,カイリュー,,ドラゴン,ひこう,一般,じめん,とつげきチョッキ
68,2011.432,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,こだわりメガネ,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,かくとう,くちたけん,1003-00,ディンルー,,あく,じめん,準伝説,どく,ゴツゴツメット,0977-00,ヘイラッシャ,,みず,,一般,ノーマル,たべのこし,1017-03,オーガポン,いしずえのめん,くさ,いわ,準伝説,いわ,いしずえのめん,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,きあいのタスキ
72,2010.881,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,いかさまダイス,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,のろいのおふだ,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,0901-00,ガチグマ,,じめん,ノーマル,一般,ほのお,かえんだま,0861-00,オーロンゲ,,あく,フェアリー,一般,ほのお,ひかりのねんど,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,みず,ブーストエナジー
76,2009.744,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,フェアリー,こだわりメガネ,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,ノーマル,くちたけん,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,とつげきチョッキ,0594-00,ママンボウ,,みず,,一般,フェアリー,たべのこし,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ノーマル,こだわりハチマキ,0132-00,メタモン,,ノーマル,,一般,はがね,きあいのタスキ
77,2009.257,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ノーマル,たべのこし,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,フェアリー,エレキシード,0990-00,テツノワダチ,,じめん,はがね,パラドックス,ノーマル,ブーストエナジー,1002-00,パオジアン,,あく,こおり,準伝説,ほのお,とけないこおり,0970-00,キラフロル,,いわ,どく,一般,ゴースト,きあいのタスキ,0132-00,メタモン,,ノーマル,,一般,ノーマル,こだわりスカーフ
78,2009.25,0382-00,カイオーガ,,みず,,禁止伝説,フェアリー,とつげきチョッキ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,かくとう,こだわりメガネ,0983-00,ドドゲザン,,あく,はがね,一般,あく,おんみつマント,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,ゴツゴツメット,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりスカーフ,0990-00,テツノワダチ,,じめん,はがね,パラドックス,フェアリー,ブーストエナジー
79,2009.087,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,みず,オボンのみ,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,ゴツゴツメット,0990-00,テツノワダチ,,じめん,はがね,パラドックス,くさ,とつげきチョッキ,1002-00,パオジアン,,あく,こおり,準伝説,でんき,きあいのタスキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,ブーストエナジー,0089-01,ベトベトン,アローラのすがた,どく,あく,一般,ドラゴン,たべのこし
83,2008.731,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,でんき,いのちのたま,0051-00,ダグトリオ,,じめん,,一般,フェアリー,きあいのタスキ,1009-00,ウネルミナモ,,みず,ドラゴン,準伝説,みず,しんぴのしずく,0727-00,ガオガエン,,ほのお,あく,一般,ほのお,とつげきチョッキ,0934-00,キョジオーン,,いわ,,一般,ほのお,たべのこし,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,こだわりメガネ
85,2007.673,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,いかさまダイス,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,くさ,きあいのタスキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,1003-00,ディンルー,,あく,じめん,準伝説,はがね,とつげきチョッキ,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,0980-00,ドオー,,どく,じめん,一般,フェアリー,くろいヘドロ
88,2006.495,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,こおり,たべのこし,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,くさ,じゃくてんほけん,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,みず,ラムのみ,0927-00,バウッツェル,,フェアリー,,一般,どく,アッキのみ,0861-00,オーロンゲ,,あく,フェアリー,一般,ゴースト,ひかりのねんど,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりハチマキ
89,2006.358,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,あく,あつぞこブーツ,0890-00,ムゲンダイナ,,どく,ドラゴン,禁止伝説,どく,くろいヘドロ,0113-00,ラッキー,,ノーマル,,一般,みず,しんかのきせき,0977-00,ヘイラッシャ,,みず,,一般,ほのお,たべのこし,0472-00,グライオン,,じめん,ひこう,一般,フェアリー,どくどくだま,0823-00,アーマーガア,,ひこう,はがね,一般,フェアリー,おんみつマント
92,2005.44,0197-00,ブラッキー,,あく,,一般,みず,あつぞこブーツ,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりスカーフ,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,ゴツゴツメット,1004-00,イーユイ,,あく,ほのお,準伝説,ほのお,こだわりメガネ,0934-00,キョジオーン,,いわ,,一般,フェアリー,たべのこし,0990-00,テツノワダチ,,じめん,はがね,パラドックス,じめん,こだわりハチマキ
94,2004.812,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,いかさまダイス,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,ブーストエナジー,0758-00,エンニュート,,どく,ほのお,一般,ノーマル,きあいのタスキ,1004-00,イーユイ,,あく,ほのお,準伝説,ほのお,こだわりスカーフ,1002-00,パオジアン,,あく,こおり,準伝説,あく,いのちのたま,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,でんき,たべのこし
95,2004.426,0861-00,オーロンゲ,,あく,フェアリー,一般,あく,ひかりのねんど,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,たべのこし,1003-00,ディンルー,,あく,じめん,準伝説,どく,とつげきチョッキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりハチマキ,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,こおり,こだわりスカーフ
96,2004.377,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,でんき,たべのこし,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,こだわりメガネ,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,0970-00,キラフロル,,いわ,どく,一般,あく,レッドカード,0472-00,グライオン,,じめん,ひこう,一般,ノーマル,どくどくだま
98,2003.658,0890-00,ムゲンダイナ,,どく,ドラゴン,禁止伝説,フェアリー,こだわりメガネ,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,ほのお,ゴツゴツメット,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,きあいのタスキ,0132-00,メタモン,,ノーマル,,一般,ノーマル,こだわりスカーフ,1003-00,ディンルー,,あく,じめん,準伝説,はがね,とつげきチョッキ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ノーマル,こだわりハチマキ
99,2000.183,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,たべのこし,0594-00,ママンボウ,,みず,,一般,でんき,とつげきチョッキ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,フェアリー,ゴツゴツメット,0970-00,キラフロル,,いわ,どく,一般,ノーマル,ふうせん,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,こだわりスカーフ
115,1978.247,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,でんき,とつげきチョッキ,0382-00,カイオーガ,,みず,,禁止伝説,じめん,こだわりメガネ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,きあいのタスキ,0977-00,ヘイラッシャ,,みず,,一般,ノーマル,たべのこし,0986-00,アラブルタケ,,くさ,あく,パラドックス,どく,あつぞこブーツ,0110-01,マタドガス,ガラルのすがた,どく,フェアリー,一般,みず,オボンのみ
118,1972.002,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,パワフルハーブ,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,ほのお,いかさまダイス,0903-00,オオニューラ,,かくとう,どく,一般,かくとう,きあいのタスキ,0977-00,ヘイラッシャ,,みず,,一般,じめん,ゴツゴツメット,0472-00,グライオン,,じめん,ひこう,一般,フェアリー,どくどくだま,0110-01,マタドガス,ガラルのすがた,どく,フェアリー,一般,くさ,たべのこし
125,1966.411,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ノーマル,いかさまダイス,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,じめん,きあいのタスキ,1002-00,パオジアン,,あく,こおり,準伝説,ほのお,くろいメガネ,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,0132-00,メタモン,,ノーマル,,一般,はがね,こだわりスカーフ
130,1962.271,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりスカーフ,0249-00,ルギア,,エスパー,ひこう,禁止伝説,ノーマル,たべのこし,0903-00,オオニューラ,,かくとう,どく,一般,ノーマル,きあいのタスキ,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,0970-00,キラフロル,,いわ,どく,一般,くさ,レッドカード,0503-01,ダイケンキ,ヒスイのすがた,みず,あく,一般,フェアリー,とつげきチョッキ
