順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
13,2234.03,0197-00,ブラッキー,,あく,,一般,フェアリー,たべのこし,0959-00,デカヌチャン,,フェアリー,はがね,一般,じめん,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,あつぞこブーツ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりスカーフ,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,ノーマル,こだわりメガネ,0445-00,ガブリアス,,ドラゴン,じめん,一般,フェアリー,こだわりハチマキ
15,2227.813,0445-00,ガブリアス,,ドラゴン,じめん,一般,じめん,こだわりスカーフ,0637-00,ウルガモス,,むし,ほのお,一般,ほのお,こだわりメガネ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,こだわりハチマキ,0462-00,ジバコイル,,でんき,はがね,一般,でんき,じゃくてんほけん,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ノーマル,いのちのたま,0823-00,アーマーガア,,ひこう,はがね,一般,かくとう,ゴツゴツメット
16,2223.541,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ゴツゴツメット,1000-00,サーフゴー,,はがね,ゴースト,一般,あく,こだわりスカーフ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,はがね,いのちのたま,0635-00,サザンドラ,,あく,ドラゴン,一般,はがね,たべのこし,0911-00,ラウドボーン,,ほのお,ゴースト,一般,フェアリー,あつぞこブーツ,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,かくとう,とつげきチョッキ
20,2218.644,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,0184-00,マリルリ,,みず,フェアリー,一般,ほのお,とつげきチョッキ,0823-00,アーマーガア,,ひこう,はがね,一般,みず,ゴツゴツメット,0635-00,サザンドラ,,あく,ドラゴン,一般,はがね,こだわりメガネ,1000-00,サーフゴー,,はがね,ゴースト,一般,ノーマル,たべのこし,0936-00,グレンアルマ,,ほのお,エスパー,一般,フェアリー,きあいのタスキ
23,2216.662,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ノーマル,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,こだわりハチマキ,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,おんみつマント,0637-00,ウルガモス,,むし,ほのお,一般,フェアリー,こだわりメガネ,0750-00,バンバドロ,,じめん,,一般,はがね,オボンのみ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,フェアリー,いのちのたま
24,2214.003,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ゴースト,こだわりハチマキ,0450-00,カバルドン,,じめん,,一般,じめん,オボンのみ,0130-00,ギャラドス,,みず,ひこう,一般,ひこう,カゴのみ,0479-01,ロトム,ヒートロトム,でんき,ほのお,一般,はがね,ゴツゴツメット,0700-00,ニンフィア,,フェアリー,,一般,ほのお,たべのこし,0983-00,ドドゲザン,,あく,はがね,一般,フェアリー,とつげきチョッキ
25,2210.421,0450-00,カバルドン,,じめん,,一般,フェアリー,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,みず,ラムのみ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,フェアリー,いのちのたま,0983-00,ドドゲザン,,あく,はがね,一般,あく,たべのこし,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,0908-00,マスカーニャ,,くさ,あく,一般,あく,こだわりスカーフ
27,2208.185,0964-00,イルカマン,ナイーブフォルム,みず,,一般,フェアリー,こだわりハチマキ,0635-00,サザンドラ,,あく,ドラゴン,一般,ゴースト,たべのこし,0959-00,デカヌチャン,,フェアリー,はがね,一般,ほのお,シュカのみ,1000-00,サーフゴー,,はがね,ゴースト,一般,かくとう,ふうせん,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,こだわりメガネ,0445-00,ガブリアス,,ドラゴン,じめん,一般,はがね,こだわりスカーフ
28,2208.091,0706-00,ヌメルゴン,,ドラゴン,,一般,でんき,たべのこし,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ノーマル,きあいのタスキ,0908-00,マスカーニャ,,くさ,あく,一般,みず,オボンのみ,1000-00,サーフゴー,,はがね,ゴースト,一般,ノーマル,ゴツゴツメット,0959-00,デカヌチャン,,フェアリー,はがね,一般,じめん,ふうせん,0911-00,ラウドボーン,,ほのお,ゴースト,一般,フェアリー,あつぞこブーツ
29,2207.639,0967-00,モトトカゲ,,ドラゴン,ノーマル,一般,ほのお,こだわりスカーフ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,するどいくちばし,0980-00,ドオー,,どく,じめん,一般,どく,くろいヘドロ,0968-00,ミミズズ,,はがね,,一般,はがね,こだわりハチマキ,0934-00,キョジオーン,,いわ,,一般,ゴースト,たべのこし
30,2206.337,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,はがね,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,0423-00,トリトドン,にしのうみ,みず,じめん,一般,ひこう,たべのこし,1000-00,サーフゴー,,はがね,ゴースト,一般,ゴースト,こだわりスカーフ,0911-00,ラウドボーン,,ほのお,ゴースト,一般,フェアリー,おんみつマント,0908-00,マスカーニャ,,くさ,あく,一般,くさ,チイラのみ
31,2205.769,0635-00,サザンドラ,,あく,ドラゴン,一般,はがね,とつげきチョッキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,あつぞこブーツ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,0908-00,マスカーニャ,,くさ,あく,一般,あく,きあいのタスキ,0934-00,キョジオーン,,いわ,,一般,ひこう,おんみつマント,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,あく,いのちのたま
32,2205.728,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,はがね,こだわりメガネ,0908-00,マスカーニャ,,くさ,あく,一般,あく,こだわりハチマキ,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,きあいのタスキ,0823-00,アーマーガア,,ひこう,はがね,一般,かくとう,ゴツゴツメット,0423-00,トリトドン,にしのうみ,みず,じめん,一般,ノーマル,おんみつマント,0934-00,キョジオーン,,いわ,,一般,ゴースト,たべのこし
34,2205.203,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,こだわりハチマキ,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,ゴツゴツメット,0635-00,サザンドラ,,あく,ドラゴン,一般,はがね,こだわりメガネ,0637-00,ウルガモス,,むし,ほのお,一般,むし,あつぞこブーツ,0998-00,セグレイブ,,ドラゴン,こおり,一般,じめん,とつげきチョッキ,0977-00,ヘイラッシャ,,みず,,一般,あく,たべのこし
35,2202.58,0635-00,サザンドラ,,あく,ドラゴン,一般,はがね,とつげきチョッキ,0748-00,ドヒドイデ,,どく,みず,一般,フェアリー,たべのこし,0479-01,ロトム,ヒートロトム,でんき,ほのお,一般,フェアリー,オボンのみ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ゴースト,こだわりスカーフ,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,こだわりメガネ,0445-00,ガブリアス,,ドラゴン,じめん,一般,ほのお,おんみつマント
36,2201.438,0908-00,マスカーニャ,,くさ,あく,一般,くさ,こだわりスカーフ,0134-00,シャワーズ,,みず,,一般,くさ,たべのこし,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,ラムのみ,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ゴースト,きあいのタスキ,0462-00,ジバコイル,,でんき,はがね,一般,みず,こだわりメガネ,0998-00,セグレイブ,,ドラゴン,こおり,一般,ほのお,いのちのたま
38,2200.245,0445-00,ガブリアス,,ドラゴン,じめん,一般,フェアリー,オボンのみ,0130-00,ギャラドス,,みず,ひこう,一般,ひこう,ゴツゴツメット,1000-00,サーフゴー,,はがね,ゴースト,一般,あく,じゃくてんほけん,0979-00,コノヨザル,,かくとう,ゴースト,一般,ほのお,たべのこし,0637-00,ウルガモス,,むし,ほのお,一般,ゴースト,ラムのみ,0861-00,オーロンゲ,,あく,フェアリー,一般,あく,ひかりのねんど
39,2199.335,0423-00,トリトドン,にしのうみ,みず,じめん,一般,じめん,たべのこし,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,あつぞこブーツ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,フェアリー,いのちのたま,0286-00,キノガッサ,,くさ,かくとう,一般,でんき,いかさまダイス,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ゴースト,きあいのタスキ,0956-00,クエスパトラ,,エスパー,,一般,かくとう,オボンのみ
42,2196.836,0635-00,サザンドラ,,あく,ドラゴン,一般,はがね,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,ゴツゴツメット,1000-00,サーフゴー,,はがね,ゴースト,一般,あく,こだわりスカーフ,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,0983-00,ドドゲザン,,あく,はがね,一般,あく,ヨプのみ,0637-00,ウルガモス,,むし,ほのお,一般,フェアリー,あつぞこブーツ
43,2196.778,0908-00,マスカーニャ,,くさ,あく,一般,くさ,きあいのタスキ,0445-00,ガブリアス,,ドラゴン,じめん,一般,フェアリー,こだわりハチマキ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりスカーフ,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,フェアリー,オボンのみ,0959-00,デカヌチャン,,フェアリー,はがね,一般,フェアリー,とつげきチョッキ,0911-00,ラウドボーン,,ほのお,ゴースト,一般,ノーマル,たべのこし
44,2196.064,0934-00,キョジオーン,,いわ,,一般,みず,たべのこし,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,フェアリー,いのちのたま,0637-00,ウルガモス,,むし,ほのお,一般,フェアリー,こだわりメガネ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,こだわりハチマキ,0445-00,ガブリアス,,ドラゴン,じめん,一般,はがね,とつげきチョッキ,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ノーマル,きあいのタスキ
48,2195.574,0128-03,ケンタロス,パルデアのすがた・ウォーターしゅ,かくとう,みず,一般,フェアリー,こだわりハチマキ,0445-00,ガブリアス,,ドラゴン,じめん,一般,フェアリー,でんきだま,0941-00,タイカイデン,,でんき,ひこう,一般,でんき,きあいのタスキ,0959-00,デカヌチャン,,フェアリー,はがね,一般,じめん,いのちのたま,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,はがね,ゴツゴツメット,0911-00,ラウドボーン,,ほのお,ゴースト,一般,ほのお,こだわりメガネ
49,2195.354,0197-00,ブラッキー,,あく,,一般,ノーマル,たべのこし,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ゴースト,いのちのたま,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,はがね,とつげきチョッキ,0637-00,ウルガモス,,むし,ほのお,一般,フェアリー,あつぞこブーツ,0445-00,ガブリアス,,ドラゴン,じめん,一般,じめん,こだわりハチマキ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,おんみつマント
52,2194.414,0445-00,ガブリアス,,ドラゴン,じめん,一般,じめん,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ゴツゴツメット,0635-00,サザンドラ,,あく,ドラゴン,一般,ゴースト,たべのこし,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ゴースト,いのちのたま,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,はがね,オボンのみ
53,2194.313,0612-00,オノノクス,,ドラゴン,,一般,じめん,こだわりスカーフ,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,ゴツゴツメット,0750-00,バンバドロ,,じめん,,一般,くさ,フィラのみ,0462-00,ジバコイル,,でんき,はがね,一般,フェアリー,とつげきチョッキ,0637-00,ウルガモス,,むし,ほのお,一般,いわ,あつぞこブーツ,0977-00,ヘイラッシャ,,みず,,一般,みず,オボンのみ
55,2193.806,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ゴースト,こだわりハチマキ,0635-00,サザンドラ,,あく,ドラゴン,一般,はがね,たべのこし,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,ゴツゴツメット,0983-00,ドドゲザン,,あく,はがね,一般,ひこう,とつげきチョッキ,0637-00,ウルガモス,,むし,ほのお,一般,フェアリー,おんみつマント,0750-00,バンバドロ,,じめん,,一般,みず,オボンのみ
58,2193.65,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ノーマル,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,こだわりハチマキ,0637-00,ウルガモス,,むし,ほのお,一般,フェアリー,こだわりメガネ,0977-00,ヘイラッシャ,,みず,,一般,くさ,たべのこし,0956-00,クエスパトラ,,エスパー,,一般,かくとう,オボンのみ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,フェアリー,いのちのたま
59,2193.601,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,フェアリー,きあいのタスキ,0908-00,マスカーニャ,,くさ,あく,一般,みず,きせきのタネ,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,はがね,とつげきチョッキ,0998-00,セグレイブ,,ドラゴン,こおり,一般,はがね,こだわりハチマキ,0934-00,キョジオーン,,いわ,,一般,みず,たべのこし,0128-02,ケンタロス,パルデアのすがた・ブレイズしゅ,かくとう,ほのお,一般,かくとう,こだわりスカーフ
61,2192.891,0823-00,アーマーガア,,ひこう,はがね,一般,かくとう,ゴツゴツメット,0980-00,ドオー,,どく,じめん,一般,フェアリー,メンタルハーブ,0242-00,ハピナス,,ノーマル,,一般,あく,あつぞこブーツ,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,おんみつマント,0911-00,ラウドボーン,,ほのお,ゴースト,一般,ノーマル,たべのこし,0934-00,キョジオーン,,いわ,,一般,ひこう,オボンのみ
62,2192.256,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,こだわりハチマキ,0637-00,ウルガモス,,むし,ほのお,一般,ほのお,こだわりメガネ,1000-00,サーフゴー,,はがね,ゴースト,一般,ノーマル,たべのこし,0923-00,パーモット,,でんき,かくとう,一般,ひこう,きあいのタスキ,0968-00,ミミズズ,,はがね,,一般,はがね,オボンのみ,0980-00,ドオー,,どく,じめん,一般,じめん,くろいヘドロ
63,2191.747,0934-00,キョジオーン,,いわ,,一般,フェアリー,たべのこし,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,はがね,こだわりメガネ,0823-00,アーマーガア,,ひこう,はがね,一般,かくとう,ゴツゴツメット,0242-00,ハピナス,,ノーマル,,一般,はがね,たつじんのおび,0908-00,マスカーニャ,,くさ,あく,一般,くさ,チイラのみ,0923-00,パーモット,,でんき,かくとう,一般,でんき,きあいのタスキ
64,2191.699,0923-00,パーモット,,でんき,かくとう,一般,でんき,きあいのタスキ,0445-00,ガブリアス,,ドラゴン,じめん,一般,フェアリー,オボンのみ,0635-00,サザンドラ,,あく,ドラゴン,一般,はがね,こだわりスカーフ,0977-00,ヘイラッシャ,,みず,,一般,どく,たべのこし,0998-00,セグレイブ,,ドラゴン,こおり,一般,ほのお,いかさまダイス,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,おんみつマント
65,2191.619,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ラムのみ,0956-00,クエスパトラ,,エスパー,,一般,ノーマル,ナモのみ,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,おんみつマント,0979-00,コノヨザル,,かくとう,ゴースト,一般,ほのお,たべのこし,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,フェアリー,オボンのみ,0908-00,マスカーニャ,,くさ,あく,一般,くさ,きあいのタスキ
66,2190.53,0094-00,ゲンガー,,ゴースト,どく,一般,フェアリー,きあいのタスキ,0979-00,コノヨザル,,かくとう,ゴースト,一般,ほのお,たべのこし,0908-00,マスカーニャ,,くさ,あく,一般,くさ,でんきだま,0750-00,バンバドロ,,じめん,,一般,はがね,レッドカード,0823-00,アーマーガア,,ひこう,はがね,一般,あく,おんみつマント,0741-01,オドリドリ,ぱちぱちスタイル,でんき,ひこう,一般,フェアリー,オボンのみ
67,2190.528,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,はがね,こだわりメガネ,0998-00,セグレイブ,,ドラゴン,こおり,一般,じめん,とつげきチョッキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,ゴツゴツメット,0911-00,ラウドボーン,,ほのお,ゴースト,一般,くさ,たべのこし,0968-00,ミミズズ,,はがね,,一般,ノーマル,オボンのみ,0979-00,コノヨザル,,かくとう,ゴースト,一般,はがね,こだわりスカーフ
68,2190.294,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,ゴツゴツメット,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,0911-00,ラウドボーン,,ほのお,ゴースト,一般,みず,たべのこし,0998-00,セグレイブ,,ドラゴン,こおり,一般,ドラゴン,きあいのタスキ,0934-00,キョジオーン,,いわ,,一般,ひこう,おんみつマント,0637-00,ウルガモス,,むし,ほのお,一般,じめん,オボンのみ
69,2190.099,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,こだわりハチマキ,0212-00,ハッサム,,むし,はがね,一般,あく,とつげきチョッキ,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,はがね,オボンのみ,0445-00,ガブリアス,,ドラゴン,じめん,一般,フェアリー,こだわりスカーフ,0908-00,マスカーニャ,,くさ,あく,一般,あく,きあいのタスキ,0911-00,ラウドボーン,,ほのお,ゴースト,一般,フェアリー,たべのこし
71,2189.962,0959-00,デカヌチャン,,フェアリー,はがね,一般,はがね,ふうせん,0635-00,サザンドラ,,あく,ドラゴン,一般,はがね,たべのこし,0445-00,ガブリアス,,ドラゴン,じめん,一般,フェアリー,こだわりスカーフ,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,ゴツゴツメット,0908-00,マスカーニャ,,くさ,あく,一般,あく,こだわりハチマキ,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,はがね,オボンのみ
73,2189.792,0445-00,ガブリアス,,ドラゴン,じめん,一般,はがね,とつげきチョッキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,ゴツゴツメット,0908-00,マスカーニャ,,くさ,あく,一般,あく,こだわりハチマキ,0094-00,ゲンガー,,ゴースト,どく,一般,ノーマル,きあいのタスキ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,フェアリー,いのちのたま,0934-00,キョジオーン,,いわ,,一般,みず,たべのこし
74,2189.76,0908-00,マスカーニャ,,くさ,あく,一般,フェアリー,たべのこし,0248-00,バンギラス,,いわ,あく,一般,でんき,いかさまダイス,0445-00,ガブリアス,,ドラゴン,じめん,一般,フェアリー,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,あつぞこブーツ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,きあいのタスキ,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,ゴースト,こだわりスカーフ
75,2189.516,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ゴースト,こだわりハチマキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,ゴツゴツメット,0445-00,ガブリアス,,ドラゴン,じめん,一般,はがね,ラムのみ,0983-00,ドドゲザン,,あく,はがね,一般,ほのお,とつげきチョッキ,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,フェアリー,オボンのみ,0911-00,ラウドボーン,,ほのお,ゴースト,一般,みず,たべのこし
76,2189.336,0635-00,サザンドラ,,あく,ドラゴン,一般,はがね,こだわりスカーフ,0445-00,ガブリアス,,ドラゴン,じめん,一般,ほのお,きあいのタスキ,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,こだわりメガネ,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,ゴツゴツメット,0934-00,キョジオーン,,いわ,,一般,ゴースト,たべのこし,0908-00,マスカーニャ,,くさ,あく,一般,あく,こだわりハチマキ
